áTaçfì‡ (124-A4),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
-23.9,0,0,0,0,,,
-24.8,0,0,0,0,,,
-25.3,0,0,0,0,,,
-25,0,0,0,0,,,
-24.6,0,0,0,0,,,
-24.2,0,0,0,0,,,
-22.9,0.18,0.04,1.9,-63.6,,,
-19.4,0.45,0.24,11.2,-52.7,,,
-16,2.43,0.32,19.2,-40.4,,,
-14.8,2.18,0.48,25.3,-26.4,,,
-11.9,1.08,0.74,28.8,-10.9,,,
-9.6,3.3,0.31,29.3,5.5,,,
-8.1,3.18,0.31,26.8,21.4,,,
-7.8,2.93,0.29,21.5,36,,,
-8.1,2.18,0.25,14,48.8,,,
-8.7,1.35,0.11,5.1,60.1,,,
-12.5,0,0,0,0,,,
-12.3,0,0,0,0,,,
-11.2,0,0,0,0,,,
-10.1,0,0,0,0,,,
-9.6,0,0,0,0,,,
-9.4,0,0,0,0,,,
-9.5,0,0,0,0,,,
-9.4,0,0,0,0,,,
-9.5,0,0,0,0,,,
-9.4,0,0,0,0,,,
-9.6,0,0,0,0,,,
-9.5,0,0,0,0,,,
-9.5,0,0,0,0,,,
-9.4,0,0,0,0,,,
-9.3,0.04,0.03,2,-63.8,,,
-9,0.06,0.14,11.4,-52.9,,,
-8.8,0.04,0.24,19.4,-40.6,,,
-8.2,0.06,0.31,25.5,-26.6,,,
-7.5,0.04,0.35,29.1,-10.9,,,
-7.2,0.03,0.35,29.6,5.5,,,
-6.6,0.03,0.33,27,21.5,,,
-6,0.04,0.26,21.7,36.1,,,
-5.8,0.06,0.18,14.3,48.9,,,
-5.4,0.06,0.07,5.3,60.3,,,
-5.7,0,0,0,0,,,
-5.9,0,0,0,0,,,
-6.6,0,0,0,0,,,
-7.4,0,0,0,0,,,
-8.7,0,0,0,0,,,
-10.2,0,0,0,0,,,
-12.1,0,0,0,0,,,
-13.9,0,0,0,0,,,
-15,0,0,0,0,,,
-16.2,0,0,0,0,,,
-18.9,0,0,0,0,,,
-21.2,0,0,0,0,,,
-22.7,0,0,0,0,,,
-24.7,0,0,0,0,,,
-24.5,0.18,0.04,2.2,-64,,,
-23.3,2.26,0.2,11.6,-53.1,,,
-19.2,3.26,0.2,19.7,-40.8,,,
-14,3.64,0.2,25.8,-26.7,,,
-7.7,3.76,0.21,29.3,-11,,,
-6.1,3.78,0.2,29.9,5.5,,,
-5.1,3.67,0.21,27.3,21.5,,,
-4.9,3.44,0.2,22,36.2,,,
-5.1,2.77,0.2,14.5,49.1,,,
-6,1.25,0.12,5.5,60.4,,,
-9,0,0,0,0,,,
-13,0,0,0,0,,,
-13.8,0,0,0,0,,,
-16.7,0,0,0,0,,,
-18.1,0,0,0,0,,,
-16.7,0,0,0,0,,,
-20.6,0,0,0,0,,,
-21.8,0,0,0,0,,,
-22.7,0,0,0,0,,,
-23.1,0,0,0,0,,,
-23.5,0,0,0,0,,,
-24.5,0,0,0,0,,,
-24.9,0,0,0,0,,,
-25.9,0,0,0,0,,,
-25.1,0.25,0.06,2.4,-64.2,,,
-24.1,2.23,0.2,11.8,-53.3,,,
-19.4,3.34,0.19,19.9,-40.9,,,
-15.3,3.65,0.2,26,-26.8,,,
-10.8,3.82,0.2,29.6,-11.1,,,
-7.6,3.8,0.2,30.2,5.4,,,
-6.3,3.73,0.2,27.6,21.6,,,
-5.7,3.51,0.19,22.3,36.3,,,
-5.1,2.82,0.2,14.8,49.2,,,
-7.3,1.27,0.12,5.8,60.6,,,
-12.3,0,0,0,0,,,
-16.8,0,0,0,0,,,
-17.7,0,0,0,0,,,
-19.6,0,0,0,0,,,
-21.1,0,0,0,0,,,
-22.3,0,0,0,0,,,
-23,0,0,0,0,,,
-23.2,0,0,0,0,,,
-22.8,0,0,0,0,,,
-21.9,0,0,0,0,,,
-21.8,0,0,0,0,,,
-21.6,0,0,0,0,,,
-20.1,0,0,0,0,,,
-19.1,0,0,0,0,,,
-18.1,0.04,0.03,2.6,-64.4,,,
-16.5,0.06,0.15,12,-53.5,,,
-14.8,0.04,0.25,20.1,-41.1,,,
-12.1,0.04,0.32,26.3,-27,,,
-10,0.04,0.35,29.9,-11.2,,,
-9.8,0.03,0.37,30.5,5.4,,,
-8.9,0.06,0.33,27.9,21.6,,,
-8.5,0.04,0.28,22.5,36.4,,,
-8.4,0.06,0.19,15,49.4,,,
-8.1,0.06,0.07,6,60.8,,,
-8.1,0,0,0,0,,,
-8.5,0,0,0,0,,,
-8.7,0,0,0,0,,,
-8.5,0,0,0,0,,,
-8.3,0,0,0,0,,,
-7.8,0,0,0,0,,,
-7.4,0,0,0,0,,,
-7.5,0,0,0,0,,,
-7,0,0,0,0,,,
-7,0,0,0,0,,,
-6.6,0,0,0,0,,,
-6.7,0,0,0,0,,,
-6.5,0,0,0,0,,,
-6.5,0,0,0,0,,,
-6.9,0.25,0.06,2.8,-64.7,,,
-7.9,0.19,0.22,12.2,-53.7,,,
-7.6,1.1,0.5,20.4,-41.3,,,
-8.1,3,0.34,26.6,-27.1,,,
-7.3,3.14,0.36,30.2,-11.3,,,
-6.4,3.12,0.37,30.8,5.4,,,
-5.9,3.06,0.35,28.2,21.7,,,
-5.6,2.85,0.32,22.8,36.5,,,
-5.1,2.22,0.28,15.3,49.5,,,
-6.4,1.19,0.13,6.2,60.9,,,
-8.8,0,0,0,0,,,
-10.2,0,0,0,0,,,
-14.3,0,0,0,0,,,
-16.8,0,0,0,0,,,
-18.9,0,0,0,0,,,
-19.7,0,0,0,0,,,
-18.5,0,0,0,0,,,
-16.2,0,0,0,0,,,
-14.3,0,0,0,0,,,
-14,0,0,0,0,,,
-12.7,0,0,0,0,,,
-13.4,0,0,0,0,,,
-14.3,0,0,0,0,,,
-16.5,0,0,0,0,,,
-18.3,0.95,0.06,3,-64.9,,,
-16.2,2.11,0.23,12.5,-53.9,,,
-13,3.17,0.23,20.6,-41.5,,,
-9.1,3.49,0.24,26.8,-27.3,,,
-5.7,3.62,0.24,30.5,-11.4,,,
-4.7,3.64,0.24,31.1,5.4,,,
-3.5,3.56,0.23,28.5,21.8,,,
-2.3,3.3,0.23,23.1,36.6,,,
-2.2,2.72,0.22,15.5,49.7,,,
-3,1.41,0.14,6.5,61.1,,,
-6.7,0,0,0,0,,,
-8.2,0,0,0,0,,,
-8.4,0,0,0,0,,,
-10.9,0,0,0,0,,,
-10.7,0,0,0,0,,,
-9.5,0,0,0,0,,,
-10.6,0,0,0,0,,,
-8.7,0,0,0,0,,,
-8.7,0,0,0,0,,,
-11.7,0,0,0,0,,,
-13.1,0,0,0,0,,,
-13,0,0,0,0,,,
-13.7,0,0,0,0,,,
-14.1,0,0,0,0,,,
-17,0.81,0.07,3.2,-65.1,,,
-15.9,2.53,0.2,12.7,-54.1,,,
-12.4,3.3,0.21,20.9,-41.7,,,
-9.8,3.6,0.22,27.1,-27.4,,,
-7.7,3.74,0.22,30.8,-11.4,,,
-5.6,3.76,0.22,31.4,5.4,,,
-4.5,3.7,0.22,28.8,21.9,,,
-3.8,3.48,0.21,23.4,36.8,,,
-3.2,2.82,0.21,15.8,49.9,,,
-4.4,1.62,0.14,6.7,61.3,,,
-7.9,0,0,0,0,,,
-12.2,0,0,0,0,,,
-14.3,0,0,0,0,,,
-15,0,0,0,0,,,
-16.6,0,0,0,0,,,
-17.2,0,0,0,0,,,
-18.5,0,0,0,0,,,
-19.5,0,0,0,0,,,
-20.1,0,0,0,0,,,
-20.9,0,0,0,0,,,
-21,0,0,0,0,,,
-21.1,0,0,0,0,,,
-21.6,0,0,0,0,,,
-21.8,0,0,0,0,,,
-21.9,0.87,0.07,3.4,-65.3,,,
-19.2,2.42,0.21,12.9,-54.3,,,
-16.6,3.21,0.23,21.1,-41.9,,,
-13,3.52,0.24,27.4,-27.5,,,
-8.8,3.69,0.23,31.1,-11.5,,,
-6,3.67,0.24,31.7,5.4,,,
-3.4,3.6,0.23,29.1,21.9,,,
-2.3,3.39,0.22,23.6,36.9,,,
-2.6,2.78,0.22,16.1,50,,,
-2.4,1,0.15,7,61.5,,,
-3.7,0,0,0,0,,,
-6.1,0,0,0,0,,,
-6.3,0,0,0,0,,,
-6.8,0,0,0,0,,,
-7.5,0,0,0,0,,,
-8.7,0,0,0,0,,,
-8.8,0,0,0,0,,,
-9.8,0,0,0,0,,,
-10.5,0,0,0,0,,,
-10,0,0,0,0,,,
-10.4,0,0,0,0,,,
-12.4,0,0,0,0,,,
-10.2,0,0,0,0,,,
-6.8,0,0,0,0,,,
-8.7,0.42,0.08,3.6,-65.6,,,
-5.5,2.24,0.22,13.2,-54.5,,,
-3.4,3.03,0.26,21.4,-42,,,
-1.2,3.31,0.29,27.7,-27.7,,,
-0.6,3.41,0.31,31.4,-11.6,,,
-0.3,3.43,0.31,32,5.5,,,
-0.5,3.39,0.29,29.4,22,,,
-0.5,3.16,0.28,23.9,37.1,,,
-0.7,2.62,0.24,16.3,50.2,,,
-1.6,1.32,0.15,7.2,61.7,,,
-2.1,0,0,0,0,,,
-2.5,0,0,0,0,,,
-2.4,0,0,0,0,,,
-2.6,0,0,0,0,,,
-2.5,0,0,0,0,,,
-5.5,0,0,0,0,,,
-10.7,0,0,0,0,,,
-13.9,0,0,0,0,,,
-16,0,0,0,0,,,
-17.8,0,0,0,0,,,
-18.9,0,0,0,0,,,
-19.2,0,0,0,0,,,
-19.4,0,0,0,0,,,
-19.5,0,0,0,0,,,
-20,0.47,0.08,3.9,-65.8,,,
-18.9,0.5,0.3,13.4,-54.7,,,
-15.5,0.56,0.52,21.7,-42.2,,,
-12.3,0.77,0.72,28,-27.8,,,
-8.6,0.28,0.7,31.7,-11.6,,,
-7.5,0.57,0.81,32.3,5.5,,,
-5.5,2.6,0.48,29.7,22.1,,,
-3.4,2.41,0.42,24.2,37.2,,,
-2.6,1.94,0.33,16.6,50.4,,,
-3.5,0.48,0.15,7.4,61.9,,,
-6.4,0,0,0,0,,,
-7.5,0,0,0,0,,,
-8.4,0,0,0,0,,,
-7.4,0,0,0,0,,,
-8.1,0,0,0,0,,,
-9.5,0,0,0,0,,,
-8.7,0,0,0,0,,,
-8.8,0,0,0,0,,,
-4.6,0,0,0,0,,,
-6.5,0,0,0,0,,,
-8,0,0,0,0,,,
-6.5,0,0,0,0,,,
-7.1,0,0,0,0,,,
-7.8,0,0,0,0,,,
-8.1,0.22,0.08,4.1,-66,,,
-8,1.35,0.31,13.7,-55,,,
-5.3,2.9,0.29,21.9,-42.4,,,
-0.4,3.16,0.33,28.3,-28,,,
1.6,3.31,0.34,32,-11.7,,,
2.3,3.29,0.35,32.6,5.5,,,
2.5,3.25,0.33,30,22.2,,,
2.8,3.05,0.3,24.5,37.4,,,
1.9,2.51,0.26,16.9,50.6,,,
1,1.32,0.17,7.7,62.1,,,
-2.9,0.01,0.01,0,0,,,
-5.8,0,0,0,0,,,
-9.9,0,0,0,0,,,
-10.4,0,0,0,0,,,
-11.1,0,0,0,0,,,
-12.6,0,0,0,0,,,
-12.8,0,0,0,0,,,
-12,0,0,0,0,,,
-11.4,0,0,0,0,,,
-10.7,0,0,0,0,,,
-9.4,0,0,0,0,,,
-8.6,0,0,0,0,,,
-8.3,0,0,0,0,,,
-7.9,0,0,0,0,,,
-7.7,0.2,0.08,4.3,-66.3,,,
-6.5,0.24,0.28,13.9,-55.2,,,
-4.4,1.75,0.48,22.2,-42.6,,,
-1.5,0.98,0.73,28.6,-28.1,,,
-0.4,0.39,0.77,32.3,-11.8,,,
0,2.04,0.69,33,5.5,,,
0.6,2.43,0.54,30.3,22.3,,,
1.6,2.26,0.46,24.8,37.5,,,
2.1,1.4,0.4,17.1,50.8,,,
1.2,0.17,0.13,7.9,62.4,,,
0,0.01,0.01,0,0,,,
-2.2,0,0,0,0,,,
-3.7,0,0,0,0,,,
-5,0,0,0,0,,,
-6.2,0,0,0,0,,,
-7.1,0,0,0,0,,,
-7.7,0,0,0,0,,,
-7.6,0,0,0,0,,,
-7,0,0,0,0,,,
-5.9,0,0,0,0,,,
-4.8,0,0,0,0,,,
-3.9,0,0,0,0,,,
-3.5,0,0,0,0,,,
2.2,0,0,0,0,,,
1.3,0.23,0.08,4.6,-66.5,,,
0.4,0.5,0.32,14.2,-55.4,,,
0.4,2.52,0.36,22.5,-42.8,,,
0.7,1.83,0.64,28.9,-28.2,,,
-0.3,1.19,0.84,32.7,-11.8,,,
-0.2,2.33,0.63,33.3,5.5,,,
-1.1,2.83,0.44,30.6,22.4,,,
-1.7,2.63,0.4,25.1,37.7,,,
-2.9,2.18,0.32,17.4,51,,,
-4.2,0.73,0.19,8.2,62.6,,,
-5.7,0.01,0.01,0,0,,,
-6.5,0,0,0,0,,,
-7.1,0,0,0,0,,,
-7.4,0,0,0,0,,,
-7.5,0,0,0,0,,,
-7.7,0,0,0,0,,,
-8.2,0,0,0,0,,,
-7.7,0,0,0,0,,,
-7.8,0,0,0,0,,,
-8.7,0,0,0,0,,,
-11.6,0,0,0,0,,,
-18,0,0,0,0,,,
-18.9,0,0,0,0,,,
-19.7,0,0,0,0,,,
-20.3,0.86,0.1,4.8,-66.7,,,
-17.9,2.64,0.21,14.4,-55.6,,,
-12.7,3.42,0.21,22.8,-42.9,,,
-5.9,3.69,0.21,29.2,-28.4,,,
-5.1,3.81,0.22,33,-11.9,,,
-4.8,3.82,0.22,33.6,5.6,,,
-4.4,3.72,0.22,30.9,22.6,,,
-4.5,3.54,0.21,25.4,37.9,,,
-4.7,3.07,0.2,17.7,51.2,,,
-5.3,1.84,0.17,8.4,62.8,,,
-6.6,0.01,0.01,0,0,,,
-7.6,0,0,0,0,,,
-12.2,0,0,0,0,,,
-14.1,0,0,0,0,,,
-15.9,0,0,0,0,,,
-17.2,0,0,0,0,,,
-18.8,0,0,0,0,,,
-19.6,0,0,0,0,,,
-19.7,0,0,0,0,,,
-17.7,0,0,0,0,,,
-16.1,0,0,0,0,,,
-15,0,0,0,0,,,
-14,0,0,0,0,,,
-13.6,0,0,0,0,,,
-13,0.1,0.07,5,-66.9,,,
-12,0.09,0.21,14.7,-55.8,,,
-11.2,0.09,0.35,23.1,-43.1,,,
-10.5,0.14,0.55,29.5,-28.5,,,
-9.3,0.92,0.87,33.3,-11.9,,,
-7,2.49,0.59,33.9,5.6,,,
-5.1,2.42,0.56,31.2,22.7,,,
-4.7,2.28,0.47,25.7,38.1,,,
-5.4,1.9,0.36,17.9,51.4,,,
-6.2,0.33,0.18,8.7,63,,,
-6.9,0.01,0.01,0,0,,,
-7.8,0,0,0,0,,,
-8.1,0,0,0,0,,,
-9.7,0,0,0,0,,,
-9.1,0,0,0,0,,,
-11.5,0,0,0,0,,,
-12.4,0,0,0,0,,,
-13.7,0,0,0,0,,,
-13.9,0,0,0,0,,,
-14.7,0,0,0,0,,,
-15.4,0,0,0,0,,,
-15.5,0,0,0,0,,,
-15.7,0,0,0,0,,,
-14.8,0,0,0,0,,,
-14.9,0.89,0.11,5.3,-67.2,,,
-12.6,2.65,0.22,15,-56,,,
-11.8,3.4,0.21,23.4,-43.3,,,
-10.4,3.66,0.22,29.8,-28.6,,,
-8.8,3.76,0.24,33.7,-12,,,
-8.3,3.78,0.23,34.3,5.7,,,
-8.2,3.7,0.23,31.6,22.8,,,
-8.3,3.52,0.22,26,38.2,,,
-8.8,3.06,0.21,18.2,51.6,,,
-9.3,1.22,0.2,8.9,63.3,,,
-11.7,0.01,0.01,0,0,,,
-13.5,0,0,0,0,,,
-14.9,0,0,0,0,,,
-16.1,0,0,0,0,,,
-17,0,0,0,0,,,
-17.2,0,0,0,0,,,
-17.8,0,0,0,0,,,
-15.3,0,0,0,0,,,
-15.2,0,0,0,0,,,
-14,0,0,0,0,,,
-13.7,0,0,0,0,,,
-13.2,0,0,0,0,,,
-14.5,0,0,0,0,,,
-14.5,0,0,0,0,,,
-16,0.9,0.12,5.6,-67.4,,,
-14.1,2.78,0.2,15.3,-56.2,,,
-9,3.44,0.21,23.7,-43.5,,,
-7.9,3.7,0.22,30.2,-28.7,,,
-7.2,3.76,0.23,34,-12,,,
-6.8,3.78,0.23,34.6,5.7,,,
-6.5,3.73,0.23,31.9,22.9,,,
-6.7,3.58,0.21,26.3,38.4,,,
-7.2,3.09,0.21,18.5,51.9,,,
-8.6,2,0.17,9.2,63.5,,,
-10.4,0.01,0.02,0,0,,,
-11.6,0,0,0,0,,,
-12,0,0,0,0,,,
-14.6,0,0,0,0,,,
-15.1,0,0,0,0,,,
-15.4,0,0,0,0,,,
-17.4,0,0,0,0,,,
-17.8,0,0,0,0,,,
-17.6,0,0,0,0,,,
-17,0,0,0,0,,,
-19.8,0,0,0,0,,,
-22.1,0,0,0,0,,,
-21.9,0,0,0,0,,,
-20.2,0,0,0,0,,,
-18.9,1.14,0.12,5.8,-67.6,,,
-16.6,2.82,0.2,15.5,-56.4,,,
-11.2,3.51,0.2,24,-43.7,,,
-7.4,3.75,0.21,30.5,-28.9,,,
-6,3.85,0.21,34.4,-12.1,,,
-4.5,3.87,0.21,35,5.8,,,
-3.7,3.77,0.22,32.2,23.1,,,
-3.5,3.64,0.2,26.6,38.6,,,
-3.6,3.18,0.2,18.7,52.1,,,
-4.2,2.2,0.17,9.4,63.8,,,
-6.5,0.01,0.02,0,0,,,
-6.5,0,0,0,0,,,
-9.4,0,0,0,0,,,
-12.4,0,0,0,0,,,
-15.4,0,0,0,0,,,
-17.8,0,0,0,0,,,
-20.1,0,0,0,0,,,
-21.6,0,0,0,0,,,
-22.5,0,0,0,0,,,
-23.3,0,0,0,0,,,
-23.7,0,0,0,0,,,
-24,0,0,0,0,,,
-24.8,0,0,0,0,,,
-25.6,0,0,0,0,,,
-25.8,1.14,0.13,6.1,-67.9,,,
-22.4,2.98,0.19,15.8,-56.7,,,
-19.3,3.62,0.19,24.3,-43.9,,,
-14,3.86,0.19,30.8,-29,,,
-9.9,3.95,0.2,34.7,-12.1,,,
-7.5,3.97,0.19,35.3,5.8,,,
-6,3.91,0.19,32.6,23.2,,,
-4.9,3.72,0.19,26.9,38.8,,,
-5,3.29,0.19,19,52.3,,,
-5.8,2.15,0.17,9.7,64,,,
-9.7,0.01,0.02,0,0,,,
-13.5,0,0,0,0,,,
-16.4,0,0,0,0,,,
-18.3,0,0,0,0,,,
-20.7,0,0,0,0,,,
-21.3,0,0,0,0,,,
-22.5,0,0,0,0,,,
-22.4,0,0,0,0,,,
-21.3,0,0,0,0,,,
-20.5,0,0,0,0,,,
-20.4,0,0,0,0,,,
-17.8,0,0,0,0,,,
-16.6,0,0,0,0,,,
-18.7,0,0,0,0,,,
-20.3,0.56,0.13,6.4,-68.1,,,
-19.1,2.65,0.23,16.1,-56.9,,,
-15.1,3.29,0.25,24.6,-44,,,
-10.8,3.51,0.28,31.2,-29.1,,,
-9.1,3.6,0.29,35.1,-12.2,,,
-7.5,3.62,0.29,35.7,5.9,,,
-6.9,3.58,0.28,32.9,23.4,,,
-6.3,3.39,0.25,27.2,39,,,
-6.4,2.93,0.24,19.3,52.6,,,
-7.2,0.48,0.22,9.9,64.3,,,
-7.8,0.01,0.02,0,0,,,
-8.1,0,0,0,0,,,
-10.8,0,0,0,0,,,
-14,0,0,0,0,,,
-15.9,0,0,0,0,,,
-18.5,0,0,0,0,,,
-20.6,0,0,0,0,,,
-21.3,0,0,0,0,,,
-22.1,0,0,0,0,,,
-22.9,0,0,0,0,,,
-23.2,0,0,0,0,,,
-24.2,0,0,0,0,,,
-25.1,0,0,0,0,,,
-25.2,0,0,0,0,,,
-25.6,1.14,0.14,6.6,-68.3,,,
-23.2,2.97,0.2,16.4,-57.1,,,
-18.8,3.54,0.2,24.9,-44.2,,,
-14,3.78,0.21,31.5,-29.3,,,
-11.1,3.88,0.21,35.4,-12.2,,,
-8.8,3.87,0.22,36,5.9,,,
-7.1,3.84,0.21,33.2,23.5,,,
-5.8,3.65,0.21,27.5,39.3,,,
-5.8,3.28,0.19,19.5,52.8,,,
-6.9,1.73,0.2,10.1,64.5,,,
-9.2,0.04,0.03,0,0,,,
-11.9,0,0,0,0,,,
-12.6,0,0,0,0,,,
-13.6,0,0,0,0,,,
-13.3,0,0,0,0,,,
-14.1,0,0,0,0,,,
-14.1,0,0,0,0,,,
-16,0,0,0,0,,,
-17.5,0,0,0,0,,,
-19.9,0,0,0,0,,,
-22,0,0,0,0,,,
-22.7,0,0,0,0,,,
-22.8,0,0,0,0,,,
-23.7,0,0,0,0,,,
-24.1,1.13,0.15,6.9,-68.6,,,
-21.1,3,0.2,16.7,-57.3,,,
-16.9,3.63,0.19,25.2,-44.4,,,
-12.2,3.84,0.2,31.9,-29.4,,,
-8.6,3.91,0.21,35.8,-12.3,,,
-6,3.95,0.2,36.4,6,,,
-3.8,3.87,0.21,33.6,23.7,,,
-2.6,3.71,0.2,27.8,39.5,,,
-2.3,3.3,0.19,19.8,53.1,,,
-2.9,2.33,0.18,10.4,64.8,,,
-6,0.04,0.03,0.1,75.4,,,
-10.9,0,0,0,0,,,
-13.6,0,0,0,0,,,
-16.1,0,0,0,0,,,
-17.3,0,0,0,0,,,
-18.8,0,0,0,0,,,
-19.5,0,0,0,0,,,
-19.7,0,0,0,0,,,
-20.1,0,0,0,0,,,
-20.9,0,0,0,0,,,
-21.6,0,0,0,0,,,
-22.4,0,0,0,0,,,
-21.4,0,0,0,0,,,
-20.8,0,0,0,0,,,
-20,0.76,0.15,7.2,-68.8,,,
-17.5,2.86,0.22,17,-57.5,,,
-13.8,3.44,0.23,25.6,-44.6,,,
-8.6,3.64,0.25,32.2,-29.5,,,
-5.3,3.75,0.25,36.1,-12.3,,,
-3.1,3.73,0.26,36.7,6.1,,,
-1.5,3.7,0.24,33.9,23.8,,,
-0.2,3.54,0.23,28.1,39.7,,,
0,3.15,0.22,20.1,53.3,,,
-0.9,2.08,0.19,10.6,65.1,,,
-4.8,0.1,0.04,0.3,75.7,,,
-8.4,0,0,0,0,,,
-11.3,0,0,0,0,,,
-13.3,0,0,0,0,,,
-14.6,0,0,0,0,,,
-14.6,0,0,0,0,,,
-14,0,0,0,0,,,
-12.2,0,0,0,0,,,
-10.9,0,0,0,0,,,
-10.2,0,0,0,0,,,
-9.6,0,0,0,0,,,
-9.1,0,0,0,0,,,
-8.6,0,0,0,0,,,
-8,0,0,0,0,,,
-7.5,0.09,0.1,7.5,-69,,,
-6.7,0.07,0.23,17.3,-57.7,,,
-5.9,0.15,0.48,25.9,-44.8,,,
-5.3,1.41,0.79,32.6,-29.6,,,
-4.5,0.21,0.75,36.5,-12.3,,,
-3.8,0.03,0.48,37.1,6.1,,,
-3.2,0.07,0.44,34.2,24,,,
-1.7,0.06,0.39,28.4,39.9,,,
-1.2,0.06,0.25,20.4,53.6,,,
-1.2,0.06,0.13,10.9,65.4,,,
-1.4,0.01,0.02,0.5,75.9,,,
-1.6,0,0,0,0,,,
-1.7,0,0,0,0,,,
-2.1,0,0,0,0,,,
-2.3,0,0,0,0,,,
-2.9,0,0,0,0,,,
-3,0,0,0,0,,,
-3,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.2,0,0,0,0,,,
-3.1,0,0,0,0,,,
-2.4,0,0,0,0,,,
-2.9,0,0,0,0,,,
-7.6,0,0.01,0,0,,,
-10.1,0.14,0.12,7.8,-69.3,,,
-8.9,1.27,0.41,17.6,-57.9,,,
-5.7,2.45,0.44,26.2,-44.9,,,
1.5,2.64,0.53,32.9,-29.8,,,
4.4,2.66,0.59,36.9,-12.4,,,
4.7,2.72,0.58,37.5,6.2,,,
4,2.65,0.55,34.6,24.2,,,
3.4,2.54,0.47,28.7,40.2,,,
3.2,0.73,0.51,20.6,53.8,,,
2.3,0.19,0.2,11.1,65.6,,,
0.7,0.04,0.03,0.7,76.2,,,
0.4,0,0,0,0,,,
0.1,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.1,0,0,0,0,,,
-0.5,0,0,0,0,,,
-1,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.5,0,0,0,0,,,
-1.7,0,0,0,0,,,
-1.7,0,0,0,0,,,
-1.6,0.06,0.09,8.1,-69.5,,,
-1.2,0.06,0.22,17.9,-58.2,,,
-0.7,0.06,0.35,26.6,-45.1,,,
-0.1,0.04,0.43,33.3,-29.9,,,
0.1,0.02,0.5,37.3,-12.4,,,
0.7,0.03,0.48,37.8,6.3,,,
1.4,0.07,0.44,34.9,24.4,,,
1.9,0.25,0.62,29,40.4,,,
2.7,0.59,0.51,20.9,54.1,,,
2.5,0.15,0.19,11.4,65.9,,,
1.9,0.01,0.02,1,76.5,,,
1.6,0,0,0,0,,,
1.3,0,0,0,0,,,
0,0,0,0,0,,,
0.3,0,0,0,0,,,
0.3,0,0,0,0,,,
-0.7,0,0,0,0,,,
-0.8,0,0,0,0,,,
-1.4,0,0,0,0,,,
-2.5,0,0,0,0,,,
-3,0,0,0,0,,,
-2.6,0,0,0,0,,,
-1.6,0,0,0,0,,,
-1.3,0,0.01,0,0,,,
-1.6,0.18,0.14,8.3,-69.7,,,
-1.5,0.46,0.42,18.2,-58.4,,,
-0.7,2.43,0.46,26.9,-45.3,,,
-0.6,2.61,0.55,33.6,-30,,,
0,2.65,0.61,37.6,-12.4,,,
-0.8,2.65,0.62,38.2,6.4,,,
-0.6,2.64,0.56,35.3,24.6,,,
-0.8,2.5,0.5,29.3,40.6,,,
-2,0.87,0.52,21.2,54.4,,,
-3,0.19,0.21,11.6,66.2,,,
-3.5,0.1,0.04,1.2,76.8,,,
-4.4,0,0,0,0,,,
-4.8,0,0,0,0,,,
-5,0,0,0,0,,,
-6,0,0,0,0,,,
-6.1,0,0,0,0,,,
-3,0,0,0,0,,,
-3.3,0,0,0,0,,,
-2.5,0,0,0,0,,,
-2.7,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.2,0,0,0,0,,,
-3.6,0,0.01,0,0,,,
-2.9,1.42,0.19,8.6,-70,,,
-1.6,2.83,0.24,18.6,-58.6,,,
-0.5,3.33,0.26,27.2,-45.5,,,
0.1,3.5,0.3,34,-30.1,,,
0.2,3.58,0.32,38,-12.4,,,
0.5,3.59,0.32,38.6,6.5,,,
0.6,3.55,0.3,35.6,24.7,,,
0.5,3.39,0.29,29.6,40.9,,,
0.3,3.04,0.25,21.5,54.7,,,
-0.3,2.23,0.2,11.9,66.5,,,
-2.5,0.54,0.06,1.4,77.1,,,
-3.9,0,0,0,0,,,
-7,0,0,0,0,,,
-6.8,0,0,0,0,,,
-8,0,0,0,0,,,
-8.6,0,0,0,0,,,
-11.2,0,0,0,0,,,
-11.6,0,0,0,0,,,
-13.6,0,0,0,0,,,
-15.1,0,0,0,0,,,
-15.4,0,0,0,0,,,
-16.2,0,0,0,0,,,
-15.6,0,0,0,0,,,
-17.5,0,0.01,0,0,,,
-15.9,1.5,0.19,8.9,-70.2,,,
-13,3.04,0.22,18.9,-58.8,,,
-8.8,3.49,0.23,27.6,-45.7,,,
-4.3,3.67,0.25,34.4,-30.2,,,
-2.4,3.76,0.26,38.4,-12.4,,,
-1.5,3.75,0.28,38.9,6.6,,,
-0.8,3.73,0.25,35.9,24.9,,,
-0.1,3.58,0.24,29.9,41.2,,,
0.2,3.22,0.22,21.7,54.9,,,
0.2,2.4,0.19,12.1,66.8,,,
-1.6,0.54,0.06,1.7,77.4,,,
-5.8,0,0,0,0,,,
-8,0,0,0,0,,,
-9.8,0,0,0,0,,,
-11.1,0,0,0,0,,,
-11.7,0,0,0,0,,,
-12.7,0,0,0,0,,,
