áTaçfì‡ (124-A4),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
6.4,0.01,0.07,9.6,-61,,,
6.6,0.01,0.15,18.7,-49.2,,,
6.9,0,0.22,26.1,-35.6,,,
7.1,0.01,0.26,31.2,-20.1,,,
8,0.06,0.39,33.5,-3,,,
8.5,0.07,0.5,32.4,14.3,,,
9,0.07,0.42,28.2,30.5,,,
9.1,0.07,0.31,21.4,44.7,,,
9.1,0.04,0.14,12.9,57.1,,,
9.2,0.01,0.02,3.1,68,,,
9.1,0,0,0,0,,,
9.1,0,0,0,0,,,
9,0,0,0,0,,,
9.1,0,0,0,0,,,
9.1,0,0,0,0,,,
9,0,0,0,0,,,
8.9,0,0,0,0,,,
9.1,0,0,0,0,,,
9.7,0,0,0,0,,,
10.2,0,0,0,0,,,
9.5,0,0,0,0,,,
9.6,0,0,0,0,,,
11.7,0,0,0,0,,,
7.5,0.02,0.02,0,0,,,
7.3,1.24,0.21,9.4,-60.8,,,
11.2,1.69,0.39,18.4,-49,,,
14.4,1.47,0.61,25.8,-35.5,,,
14.8,2.13,0.61,30.9,-20,,,
15.6,1.46,0.79,33.1,-3,,,
15.6,1.43,0.77,32.1,14.2,,,
16.8,2.87,0.37,27.9,30.4,,,
15.7,2.57,0.33,21.2,44.6,,,
12.9,0.45,0.28,12.6,56.9,,,
11.1,0.37,0.06,2.9,67.8,,,
9,0,0,0,0,,,
8.5,0,0,0,0,,,
7.7,0,0,0,0,,,
5.4,0,0,0,0,,,
4.9,0,0,0,0,,,
3,0,0,0,0,,,
1,0,0,0,0,,,
0.2,0,0,0,0,,,
-1,0,0,0,0,,,
-1.3,0,0,0,0,,,
-2.9,0,0,0,0,,,
-2.7,0,0,0,0,,,
-2.4,0,0,0,0,,,
2.6,0.02,0.02,0,0,,,
-1.2,1.52,0.19,9.2,-60.6,,,
1.7,2.73,0.25,18.1,-48.8,,,
6.1,3.21,0.26,25.5,-35.3,,,
9.5,3.33,0.3,30.6,-19.9,,,
11.9,3.42,0.3,32.8,-3,,,
13,3.38,0.3,31.7,14.2,,,
13.1,3.26,0.29,27.6,30.2,,,
12.4,2.95,0.26,20.9,44.4,,,
10.4,1.87,0.24,12.4,56.7,,,
8.9,0.75,0.06,2.7,67.6,,,
5,0,0,0,0,,,
3,0,0,0,0,,,
0.8,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.3,0,0,0,0,,,
-1,0,0,0,0,,,
-0.3,0,0,0,0,,,
0.9,0,0,0,0,,,
1.3,0,0,0,0,,,
1.9,0,0,0,0,,,
2,0,0,0,0,,,
2.1,0,0,0,0,,,
2,0,0,0,0,,,
2.1,0,0.01,0,0,,,
2.8,0.09,0.12,8.9,-60.4,,,
3.7,0.09,0.25,17.9,-48.6,,,
4.8,0.09,0.39,25.2,-35.1,,,
6.5,0.09,0.46,30.3,-19.8,,,
7.7,0.07,0.52,32.5,-2.9,,,
7.8,0.08,0.48,31.4,14.1,,,
8.7,0.08,0.42,27.3,30.1,,,
8.5,0.09,0.3,20.6,44.2,,,
8.3,0.41,0.25,12.1,56.5,,,
6.3,0.1,0.04,2.4,67.4,,,
2.7,0,0,0,0,,,
3,0,0,0,0,,,
3.6,0,0,0,0,,,
4.1,0,0,0,0,,,
4.3,0,0,0,0,,,
4.6,0,0,0,0,,,
5.2,0,0,0,0,,,
4.3,0,0,0,0,,,
3.2,0,0,0,0,,,
0.8,0,0,0,0,,,
-0.4,0,0,0,0,,,
-1.1,0,0,0,0,,,
-1.6,0,0,0,0,,,
-1.4,0,0.01,0,0,,,
-1.1,0.57,0.19,8.7,-60.1,,,
1.7,1.85,0.35,17.6,-48.4,,,
5.5,0.4,0.58,24.9,-35,,,
6.2,0.11,0.52,30,-19.7,,,
7.3,0.11,0.55,32.2,-2.9,,,
8,0.11,0.54,31.1,14.1,,,
8.5,0.11,0.45,27,30,,,
8.3,0.12,0.33,20.3,44,,,
7.9,0.12,0.19,11.9,56.3,,,
7.7,0.1,0.04,2.2,67.2,,,
7.2,0,0,0,0,,,
7.3,0,0,0,0,,,
7.5,0,0,0,0,,,
7.4,0,0,0,0,,,
7.2,0,0,0,0,,,
5.2,0,0,0,0,,,
9.8,0,0,0,0,,,
10.6,0,0,0,0,,,
11,0,0,0,0,,,
10.3,0,0,0,0,,,
11.6,0,0,0,0,,,
11.6,0,0,0,0,,,
9.2,0,0,0,0,,,
7.8,0,0.01,0,0,,,
7.4,0.1,0.12,8.4,-59.9,,,
9.2,0.21,0.33,17.4,-48.2,,,
11.6,0.63,0.61,24.7,-34.8,,,
13.5,1.68,0.67,29.7,-19.6,,,
13.9,2.92,0.43,31.9,-2.9,,,
13,2.48,0.53,30.8,14,,,
9.3,0.46,0.64,26.7,29.8,,,
8.8,0.67,0.48,20.1,43.9,,,
7.8,1.66,0.24,11.6,56.1,,,
6.1,0.15,0.04,2,66.9,,,
4.9,0,0,0,0,,,
4,0,0,0,0,,,
3.5,0,0,0,0,,,
1.9,0,0,0,0,,,
0.5,0,0,0,0,,,
-0.8,0,0,0,0,,,
-2.1,0,0,0,0,,,
-3,0,0,0,0,,,
-3.7,0,0,0,0,,,
-4.2,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.1,0,0,0,0,,,
-4.5,0,0,0,0,,,
-0.6,0,0.01,0,0,,,
-0.3,0.8,0.19,8.2,-59.7,,,
0.5,2.7,0.24,17.1,-48.1,,,
1.9,3.16,0.26,24.4,-34.7,,,
2.9,3.37,0.29,29.4,-19.5,,,
3.8,3.42,0.29,31.6,-2.9,,,
3.1,2.97,0.4,30.5,13.9,,,
2.1,1.74,0.58,26.4,29.7,,,
1.5,2.89,0.25,19.8,43.7,,,
0.8,1.51,0.24,11.4,55.9,,,
-0.1,0.24,0.06,1.8,66.7,,,
-1.6,0,0,0,0,,,
-2.6,0,0,0,0,,,
-1.9,0,0,0,0,,,
-3,0,0,0,0,,,
-3.2,0,0,0,0,,,
-4,0,0,0,0,,,
-5.2,0,0,0,0,,,
-4.9,0,0,0,0,,,
-5.6,0,0,0,0,,,
-3.2,0,0,0,0,,,
-2.7,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.9,0,0,0,0,,,
-5.7,0,0.01,0,0,,,
-5.9,0.86,0.18,8,-59.5,,,
-2.5,2.6,0.25,16.9,-47.9,,,
0.5,3.09,0.28,24.1,-34.6,,,
2.7,3.27,0.31,29.1,-19.4,,,
3.4,3.36,0.3,31.3,-2.9,,,
4.4,3.31,0.31,30.2,13.8,,,
5.1,3.17,0.29,26.1,29.6,,,
5.3,1.9,0.4,19.6,43.5,,,
4.8,0.39,0.23,11.2,55.7,,,
3.7,0.15,0.04,1.5,66.5,,,
2.4,0,0,0,0,,,
1.3,0,0,0,0,,,
1.2,0,0,0,0,,,
1,0,0,0,0,,,
0.4,0,0,0,0,,,
1.4,0,0,0,0,,,
0.9,0,0,0,0,,,
0.9,0,0,0,0,,,
0.6,0,0,0,0,,,
0.5,0,0,0,0,,,
-0.4,0,0,0,0,,,
0.2,0,0,0,0,,,
0.8,0,0,0,0,,,
0.5,0,0.01,0,0,,,
1.1,0.24,0.14,7.7,-59.4,,,
2.6,0.24,0.33,16.6,-47.7,,,
5.3,1.24,0.57,23.8,-34.4,,,
7.5,1.68,0.65,28.8,-19.3,,,
8.7,3.04,0.39,31,-2.9,,,
11,3.01,0.37,29.9,13.8,,,
11.8,2.46,0.43,25.9,29.4,,,
11,0.91,0.47,19.3,43.3,,,
11.2,0.24,0.21,11,55.5,,,
8.8,0.1,0.04,1.3,66.3,,,
5,0,0,0,0,,,
3,0,0,0,0,,,
1.9,0,0,0,0,,,
1.2,0,0,0,0,,,
0.6,0,0,0,0,,,
0.6,0,0,0,0,,,
0.6,0,0,0,0,,,
0.7,0,0,0,0,,,
0.6,0,0,0,0,,,
1.1,0,0,0,0,,,
2,0,0,0,0,,,
2.9,0,0,0,0,,,
3.2,0,0,0,0,,,
3.7,0,0,0,0,,,
4,0.08,0.1,7.5,-59.2,,,
4.5,0.08,0.23,16.4,-47.6,,,
5.4,0.07,0.34,23.6,-34.3,,,
7.1,0.09,0.42,28.5,-19.3,,,
7.8,0.07,0.46,30.7,-2.9,,,
8.4,0.07,0.45,29.6,13.7,,,
9.6,0.08,0.37,25.6,29.3,,,
9.6,0.09,0.28,19.1,43.2,,,
9.3,0.08,0.14,10.7,55.3,,,
9,0.01,0.02,1.1,66.1,,,
8.7,0,0,0,0,,,
8.6,0,0,0,0,,,
8.1,0,0,0,0,,,
7.8,0,0,0,0,,,
8.1,0,0,0,0,,,
8,0,0,0,0,,,
7.6,0,0,0,0,,,
7.6,0,0,0,0,,,
7.3,0,0,0,0,,,
8,0,0,0,0,,,
5.7,0,0,0,0,,,
4.7,0,0,0,0,,,
4.6,0,0,0,0,,,
7.9,0,0.01,0,0,,,
8.3,1.29,0.15,7.3,-59,,,
8.9,2.52,0.24,16.1,-47.4,,,
9.7,3.07,0.26,23.3,-34.2,,,
10.2,3.26,0.3,28.3,-19.2,,,
10.4,3.29,0.32,30.4,-2.9,,,
9.8,3.29,0.31,29.3,13.6,,,
9.1,3.14,0.29,25.3,29.1,,,
7.6,2.77,0.26,18.8,43,,,
6.5,1.75,0.21,10.5,55.1,,,
5.5,0.15,0.04,0.9,65.9,,,
3.7,0,0,0,0,,,
1.9,0,0,0,0,,,
0.8,0,0,0,0,,,
1.1,0,0,0,0,,,
1.7,0,0,0,0,,,
0.5,0,0,0,0,,,
-2.9,0,0,0,0,,,
-2.3,0,0,0,0,,,
-3.4,0,0,0,0,,,
-3.5,0,0,0,0,,,
-3.5,0,0,0,0,,,
-4.2,0,0,0,0,,,
-4.9,0,0,0,0,,,
-4.2,0,0,0,0,,,
-2.7,0.19,0.12,7.1,-58.8,,,
-1,0.15,0.28,15.9,-47.3,,,
1.1,0.14,0.42,23,-34.1,,,
1.6,0.15,0.52,28,-19.2,,,
4.2,0.23,0.64,30.1,-2.9,,,
5.4,0.92,0.74,29.1,13.5,,,
7.1,2.75,0.36,25.1,29,,,
7.8,1.79,0.39,18.6,42.8,,,
7.3,0.48,0.22,10.3,54.9,,,
5.8,0.04,0.03,0.8,65.6,,,
3,0,0,0,0,,,
0.9,0,0,0,0,,,
1.3,0,0,0,0,,,
2.1,0,0,0,0,,,
0.5,0,0,0,0,,,
-1.1,0,0,0,0,,,
-1.9,0,0,0,0,,,
-2.6,0,0,0,0,,,
-3.4,0,0,0,0,,,
-3.7,0,0,0,0,,,
-4.5,0,0,0,0,,,
-4.3,0,0,0,0,,,
-4.9,0,0,0,0,,,
-3.4,0,0.01,0,0,,,
-3.6,1.4,0.14,6.8,-58.6,,,
2,2.57,0.23,15.6,-47.1,,,
3.7,3.16,0.25,22.8,-34,,,
4.4,3.36,0.26,27.7,-19.1,,,
5.9,3.43,0.28,29.8,-2.9,,,
6.3,3.38,0.28,28.8,13.4,,,
6.2,3.23,0.26,24.8,28.9,,,
6.4,1.85,0.37,18.4,42.6,,,
6,1.74,0.2,10.1,54.7,,,
4,0.1,0.04,0.6,65.4,,,
1.6,0,0,0,0,,,
0.5,0,0,0,0,,,
-1.5,0,0,0,0,,,
-2.4,0,0,0,0,,,
-3,0,0,0,0,,,
-4.3,0,0,0,0,,,
-4.5,0,0,0,0,,,
-4.9,0,0,0,0,,,
-5.4,0,0,0,0,,,
-5.6,0,0,0,0,,,
-6.5,0,0,0,0,,,
-6.6,0,0,0,0,,,
-7.4,0,0,0,0,,,
-6.7,0,0,0,0,,,
-6.2,1.05,0.14,6.6,-58.5,,,
-3.3,2.44,0.24,15.4,-47,,,
1.2,3.04,0.28,22.5,-33.9,,,
5.6,3.22,0.3,27.4,-19.1,,,
6.5,2.84,0.42,29.5,-3,,,
6.7,2.02,0.58,28.5,13.4,,,
6.7,1.05,0.62,24.6,28.7,,,
5.9,1.24,0.43,18.2,42.5,,,
5.3,1,0.22,9.9,54.5,,,
3.2,0.04,0.03,0.4,65.2,,,
-1,0,0,0,0,,,
-2.7,0,0,0,0,,,
-3.2,0,0,0,0,,,
-3.8,0,0,0,0,,,
-4.2,0,0,0,0,,,
-4.6,0,0,0,0,,,
-5.2,0,0,0,0,,,
-5,0,0,0,0,,,
-5.8,0,0,0,0,,,
-5.5,0,0,0,0,,,
-6.2,0,0,0,0,,,
-6,0,0,0,0,,,
-5.6,0,0,0,0,,,
-6.3,0,0,0,0,,,
-5.5,0.91,0.14,6.4,-58.3,,,
-2.4,2.46,0.24,15.1,-46.8,,,
1.9,3.06,0.26,22.3,-33.8,,,
4.6,3.26,0.29,27.2,-19,,,
6,2.05,0.59,29.3,-3,,,
6.8,3.32,0.29,28.3,13.3,,,
6.6,3.17,0.26,24.3,28.6,,,
6.6,2.21,0.32,17.9,42.3,,,
4.5,0.42,0.21,9.7,54.3,,,
1.2,0.04,0.03,0.2,65,,,
-1.4,0,0,0,0,,,
-2.8,0,0,0,0,,,
-3.8,0,0,0,0,,,
-3.8,0,0,0,0,,,
-4.9,0,0,0,0,,,
-5.6,0,0,0,0,,,
-5.7,0,0,0,0,,,
-6.5,0,0,0,0,,,
-6.2,0,0,0,0,,,
-5.6,0,0,0,0,,,
-6.3,0,0,0,0,,,
-7,0,0,0,0,,,
-7.4,0,0,0,0,,,
-8.1,0,0,0,0,,,
-7.3,1.23,0.13,6.2,-58.2,,,
-3.3,2.55,0.22,14.9,-46.7,,,
2,3.19,0.23,22,-33.7,,,
3.2,3.38,0.25,26.9,-19,,,
4.5,3.45,0.26,29,-3,,,
5.6,3.43,0.25,28,13.2,,,
5.9,3.29,0.24,24.1,28.4,,,
5.7,2.87,0.23,17.7,42.1,,,
5,1.19,0.21,9.5,54.1,,,
1.4,0.04,0.03,0.1,64.8,,,
-1.7,0,0,0,0,,,
-3.3,0,0,0,0,,,
-3.8,0,0,0,0,,,
-4.7,0,0,0,0,,,
-4.6,0,0,0,0,,,
-5.5,0,0,0,0,,,
-6.1,0,0,0,0,,,
-6.6,0,0,0,0,,,
-6.4,0,0,0,0,,,
-6.6,0,0,0,0,,,
-6.7,0,0,0,0,,,
-6.4,0,0,0,0,,,
-5.3,0,0,0,0,,,
-1.3,0,0,0,0,,,
-2.3,1.42,0.13,5.9,-58,,,
-0.1,2.51,0.22,14.7,-46.6,,,
1.8,3.09,0.25,21.8,-33.6,,,
3.7,3.31,0.26,26.6,-18.9,,,
3.5,3.39,0.28,28.7,-3,,,
3.3,1.4,0.67,27.8,13.1,,,
4,3.19,0.26,23.9,28.3,,,
4.1,2.41,0.29,17.5,41.9,,,
2.5,1.01,0.21,9.4,53.9,,,
0.9,0.04,0.03,0,0,,,
-1.7,0,0,0,0,,,
0.6,0,0,0,0,,,
-0.5,0,0,0,0,,,
-3.2,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.6,0,0,0,0,,,
-6.3,0,0,0,0,,,
-6.5,0,0,0,0,,,
-1.8,0,0,0,0,,,
-2,0,0,0,0,,,
-1.8,0,0,0,0,,,
-3.6,0,0,0,0,,,
-3.1,0,0,0,0,,,
-6.1,0,0,0,0,,,
-0.7,1.41,0.12,5.7,-57.9,,,
0,2.51,0.22,14.4,-46.5,,,
1.8,3.11,0.24,21.5,-33.5,,,
3.6,3.36,0.25,26.4,-18.9,,,
5.2,3.45,0.25,28.5,-3.1,,,
5,3.38,0.26,27.5,13,,,
5.3,3.27,0.24,23.6,28.2,,,
4.9,2.79,0.23,17.3,41.8,,,
4.6,1.58,0.19,9.2,53.7,,,
2.6,0.1,0.04,0,0,,,
-1.8,0,0,0,0,,,
-2.3,0,0,0,0,,,
-3.6,0,0,0,0,,,
-3.3,0,0,0,0,,,
-4,0,0,0,0,,,
-5,0,0,0,0,,,
-3.4,0,0,0,0,,,
-3.3,0,0,0,0,,,
-5,0,0,0,0,,,
-5.4,0,0,0,0,,,
-5.6,0,0,0,0,,,
-6.4,0,0,0,0,,,
-6.8,0,0,0,0,,,
-7.1,0,0,0,0,,,
-5.9,0.36,0.11,5.5,-57.8,,,
-3,2.07,0.26,14.2,-46.4,,,
0.8,2.23,0.39,21.3,-33.5,,,
2.4,0.56,0.64,26.1,-18.9,,,
3.9,1.05,0.72,28.2,-3.1,,,
6.3,0.3,0.61,27.3,12.9,,,
5.4,0.19,0.45,23.4,28,,,
4.6,0.37,0.37,17.1,41.6,,,
4.2,0.75,0.2,9,53.5,,,
2,0.01,0.02,0,0,,,
0.2,0,0,0,0,,,
-1,0,0,0,0,,,
-1.9,0,0,0,0,,,
-2.3,0,0,0,0,,,
-2.3,0,0,0,0,,,
-2.7,0,0,0,0,,,
-2,0,0,0,0,,,
-1.9,0,0,0,0,,,
-3.7,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.8,0,0,0,0,,,
-5.1,0,0,0,0,,,
-5.8,0,0,0,0,,,
-5.8,0,0,0,0,,,
-4.6,0.67,0.11,5.3,-57.7,,,
-2.7,2.16,0.25,14,-46.3,,,
1.6,3.04,0.25,21,-33.4,,,
5.3,3.27,0.26,25.9,-18.9,,,
8.2,3.34,0.28,28,-3.2,,,
9.2,3.31,0.28,27.1,12.8,,,
9.4,3.18,0.25,23.2,27.9,,,
9.3,2.74,0.23,17,41.4,,,
8.5,1.24,0.2,8.9,53.3,,,
2.5,0.04,0.03,0,0,,,
0.1,0,0,0,0,,,
-1.2,0,0,0,0,,,
-3.3,0,0,0,0,,,
-2.9,0,0,0,0,,,
-3.3,0,0,0,0,,,
-3,0,0,0,0,,,
-4,0,0,0,0,,,
-4.3,0,0,0,0,,,
-4.6,0,0,0,0,,,
-5.3,0,0,0,0,,,
-5.8,0,0,0,0,,,
-6.4,0,0,0,0,,,
-6.6,0,0,0,0,,,
-6.9,0,0,0,0,,,
-6.4,0.13,0.08,5.1,-57.5,,,
-3.6,0.78,0.32,13.7,-46.2,,,
0.2,2.5,0.33,20.8,-33.3,,,
2.7,0.31,0.57,25.6,-18.9,,,
3.7,0.11,0.48,27.7,-3.2,,,
4.6,0.12,0.46,26.8,12.7,,,
4.6,0.12,0.4,23,27.7,,,
4.6,0.13,0.29,16.8,41.2,,,
3.5,0.09,0.12,8.7,53.2,,,
2.8,0.01,0.01,0,0,,,
2.3,0,0,0,0,,,
2,0,0,0,0,,,
1.8,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0,0,0,0,,,
1.4,0,0,0,0,,,
1.4,0,0,0,0,,,
0.9,0,0,0,0,,,
0.4,0,0,0,0,,,
0.8,0,0,0,0,,,
1,0,0,0,0,,,
1,0,0,0,0,,,
1.5,0,0,0,0,,,
1.2,0,0,0,0,,,
0,0.33,0.09,4.9,-57.4,,,
1.3,0.32,0.28,13.5,-46.1,,,
4,0.42,0.47,20.6,-33.3,,,
6.4,3,0.32,25.4,-18.9,,,
8.2,3.06,0.34,27.5,-3.2,,,
8.1,3,0.34,26.6,12.6,,,
8.5,2.87,0.31,22.8,27.6,,,
8.5,2.44,0.28,16.6,41.1,,,
7.6,0.85,0.19,8.6,53,,,
5.2,0.01,0.02,0,0,,,
3.7,0,0,0,0,,,
3.7,0,0,0,0,,,
3.9,0,0,0,0,,,
2.9,0,0,0,0,,,
0,0,0,0,0,,,
2,0,0,0,0,,,
0.9,0,0,0,0,,,
1.9,0,0,0,0,,,
1.3,0,0,0,0,,,
1,0,0,0,0,,,
-1.2,0,0,0,0,,,
-1.6,0,0,0,0,,,
0.9,0,0,0,0,,,
1.5,0,0,0,0,,,
1.6,0.46,0.1,4.7,-57.3,,,
2.2,1.88,0.26,13.3,-46,,,
3.7,2.92,0.26,20.3,-33.2,,,
4.3,3.22,0.26,25.2,-18.9,,,
5.1,3.31,0.28,27.3,-3.3,,,
5.2,3.26,0.28,26.4,12.5,,,
5.6,3.09,0.26,22.6,27.4,,,
5.3,2.37,0.28,16.4,40.9,,,
4.3,1.22,0.19,8.4,52.8,,,
2.5,0.01,0.02,0,0,,,
2,0,0,0,0,,,
1.3,0,0,0,0,,,
-0.5,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.9,0,0,0,0,,,
-3.8,0,0,0,0,,,
-4.2,0,0,0,0,,,
-3.8,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.4,0,0,0,0,,,
-4.8,0,0,0,0,,,
-5.1,0,0,0,0,,,
-5.6,0,0,0,0,,,
-4.7,0,0,0,0,,,
-5.4,0.89,0.1,4.5,-57.2,,,
-1.7,2.12,0.23,13.1,-45.9,,,
0.8,2.83,0.28,20.1,-33.2,,,
4.4,1.55,0.57,24.9,-18.9,,,
7.2,2.74,0.41,27.1,-3.4,,,
7.9,0.99,0.66,26.2,12.4,,,
9.7,0.78,0.56,22.5,27.3,,,
10.2,2.5,0.25,16.3,40.7,,,
9.3,0.92,0.19,8.3,52.6,,,
4.8,0.01,0.02,0,0,,,
1.6,0,0,0,0,,,
0.1,0,0,0,0,,,
-0.9,0,0,0,0,,,
-1.5,0,0,0,0,,,
-0.9,0,0,0,0,,,
-1.9,0,0,0,0,,,
-2.3,0,0,0,0,,,
-2.7,0,0,0,0,,,
-2.8,0,0,0,0,,,
-2.9,0,0,0,0,,,
-3.1,0,0,0,0,,,
-3.5,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.5,0,0,0,0,,,
-4.3,0.29,0.08,4.3,-57.1,,,
-1.6,0.68,0.3,12.9,-45.9,,,
2.1,2.66,0.3,19.9,-33.1,,,
5.3,2.88,0.34,24.7,-18.9,,,
8,1.39,0.65,26.9,-3.4,,,
9.5,1.71,0.58,26,12.3,,,
12,0.91,0.55,22.3,27.1,,,
11.6,0.95,0.39,16.1,40.6,,,
9.7,0.37,0.17,8.2,52.4,,,
6.4,0.01,0.01,0,0,,,
4.9,0,0,0,0,,,
2.6,0,0,0,0,,,
5.5,0,0,0,0,,,
5.3,0,0,0,0,,,
4.8,0,0,0,0,,,
4.3,0,0,0,0,,,
4,0,0,0,0,,,
3.7,0,0,0,0,,,
2.8,0,0,0,0,,,
2.2,0,0,0,0,,,
1.8,0,0,0,0,,,
1,0,0,0,0,,,
0.8,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.7,1.29,0.09,4.1,-57,,,
0.7,2.2,0.22,12.7,-45.8,,,
1.1,2.9,0.25,19.7,-33.1,,,
1.5,3.19,0.28,24.5,-18.9,,,
2.6,2.84,0.37,26.6,-3.5,,,
1.2,3.22,0.28,25.8,12.2,,,
1.2,2.37,0.39,22.1,27,,,
0.1,1.52,0.35,16,40.4,,,
-1.8,0.56,0.18,8,52.2,,,
-2.2,0.01,0.02,0,0,,,
-2.9,0,0,0,0,,,
-2.9,0,0,0,0,,,
-3.2,0,0,0,0,,,
-3.3,0,0,0,0,,,
-5,0,0,0,0,,,
-4.8,0,0,0,0,,,
-4.7,0,0,0,0,,,
-4.6,0,0,0,0,,,
-4.8,0,0,0,0,,,
-6.2,0,0,0,0,,,
-7.2,0,0,0,0,,,
-7.4,0,0,0,0,,,
-6.6,0,0,0,0,,,
-6.8,0,0,0,0,,,
-7.9,0.95,0.08,3.9,-57,,,
-5.8,1.65,0.26,12.5,-45.7,,,
-3.2,3.05,0.23,19.5,-33.1,,,
-1.3,3.32,0.24,24.3,-18.9,,,
-0.3,3.42,0.25,26.4,-3.5,,,
0.2,3.37,0.25,25.6,12.1,,,
0.3,3.2,0.23,21.9,26.9,,,
0.1,2.67,0.23,15.9,40.2,,,
-0.7,1.32,0.17,7.9,52.1,,,
-1.4,0.01,0.02,0,0,,,
-2.3,0,0,0,0,,,
-3.1,0,0,0,0,,,
-4.9,0,0,0,0,,,
-6.7,0,0,0,0,,,
-7.6,0,0,0,0,,,
-8.7,0,0,0,0,,,
-8.6,0,0,0,0,,,
-9,0,0,0,0,,,
-9,0,0,0,0,,,
-8.9,0,0,0,0,,,
-9.3,0,0,0,0,,,
-9.4,0,0,0,0,,,
-9.6,0,0,0,0,,,
-9.3,0,0,0,0,,,
-7.8,0.73,0.08,3.7,-56.9,,,
-4.4,2.05,0.22,12.3,-45.7,,,
0.2,2.93,0.24,19.3,-33.1,,,
6.9,3.21,0.26,24.1,-18.9,,,
11.1,3.34,0.26,26.2,-3.6,,,
10.7,3.27,0.26,25.4,11.9,,,
10.5,3.14,0.24,21.8,26.7,,,
9.9,2.56,0.24,15.7,40.1,,,
8.4,1.28,0.17,7.8,51.9,,,
6.1,0.01,0.02,0,0,,,
1,0,0,0,0,,,
-1.1,0,0,0,0,,,
-2.4,0,0,0,0,,,
-2.6,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.3,0,0,0,0,,,
-4.1,0,0,0,0,,,
-4.2,0,0,0,0,,,
-5.5,0,0,0,0,,,
-6.3,0,0,0,0,,,
-5.5,0,0,0,0,,,
-6.4,0,0,0,0,,,
-6.5,0,0,0,0,,,
-6.8,0,0,0,0,,,
-6.8,0.35,0.07,3.5,-56.8,,,
-4.2,1.71,0.25,12.1,-45.7,,,
0.1,2.75,0.26,19.1,-33.1,,,
5.1,3.01,0.3,23.9,-18.9,,,
8.2,3.1,0.31,26,-3.7,,,
9.4,2.66,0.4,25.3,11.8,,,
9.6,1.13,0.53,21.6,26.6,,,
10.1,0.52,0.35,15.6,39.9,,,
8.7,0.34,0.15,7.7,51.7,,,
3.6,0.01,0.01,0,0,,,
0.4,0,0,0,0,,,
-0.6,0,0,0,0,,,
-1.9,0,0,0,0,,,
-2.5,0,0,0,0,,,
-2.4,0,0,0,0,,,
-3,0,0,0,0,,,
-2.5,0,0,0,0,,,
-3.4,0,0,0,0,,,
-2.9,0,0,0,0,,,
-3.9,0,0,0,0,,,
-4.1,0,0,0,0,,,
-4,0,0,0,0,,,
-4,0,0,0,0,,,
-2.8,0,0,0,0,,,
-3.3,0.41,0.07,3.3,-56.8,,,
-1.5,0.3,0.24,11.9,-45.6,,,
2.3,2.19,0.35,18.9,-33,,,
7.8,1.69,0.53,23.7,-19,,,
10.4,1.17,0.65,25.9,-3.8,,,
11.6,2.92,0.34,25.1,11.7,,,
12.2,2.77,0.31,21.5,26.4,,,
12.5,1.76,0.32,15.5,39.7,,,
11.8,0.4,0.15,7.6,51.5,,,
7.4,0.01,0.01,0,0,,,
4.8,0,0,0,0,,,
7.8,0,0,0,0,,,
7.4,0,0,0,0,,,
6.5,0,0,0,0,,,
5.6,0,0,0,0,,,
4.4,0,0,0,0,,,
2.6,0,0,0,0,,,
2.5,0,0,0,0,,,
2.3,0,0,0,0,,,
2.2,0,0,0,0,,,
2.1,0,0,0,0,,,
1.8,0,0,0,0,,,
1.7,0,0,0,0,,,
1.8,0,0,0,0,,,
1.9,0.13,0.04,3.1,-56.7,,,
3.3,0.1,0.17,11.7,-45.6,,,
4.1,0.09,0.29,18.7,-33,,,
5.1,0.1,0.37,23.5,-19,,,
6,0.15,0.48,25.7,-3.8,,,
6.7,0.25,0.53,24.9,11.6,,,
6.7,0.18,0.4,21.4,26.3,,,
7,0.42,0.34,15.4,39.6,,,
5.9,0.1,0.11,7.5,51.4,,,
2.6,0.01,0.01,0,0,,,
1,0,0,0,0,,,
-0.7,0,0,0,0,,,
-0.9,0,0,0,0,,,
0.5,0,0,0,0,,,
3,0,0,0,0,,,
3.5,0,0,0,0,,,
3.4,0,0,0,0,,,
3.2,0,0,0,0,,,
2.8,0,0,0,0,,,
2.4,0,0,0,0,,,
2.2,0,0,0,0,,,
1.5,0,0,0,0,,,
1.3,0,0,0,0,,,
1.3,0,0,0,0,,,
1.4,0.09,0.04,2.9,-56.6,,,
1.7,0.08,0.17,11.5,-45.6,,,
2,0.08,0.26,18.5,-33,,,
2.5,0.07,0.35,23.3,-19,,,
