áWbëÂí√ (551-A1),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
26.6,0.86,0.54,30.1,59.9,,,
26.1,0.93,0.31,18.9,70.9,,,
24.7,0.18,0.09,7,80.2,,,
22.9,0,0,0,0,,,
22.5,0,0,0,0,,,
21.3,0,0,0,0,,,
20.9,0,0,0,0,,,
20.2,0,0,0,0,,,
20.1,0,0,0,0,,,
20.2,0,0,0,0,,,
20.1,0,0,0,0,,,
20.2,0,0,0,0,,,
21,0,0,0,0,,,
20.7,0,0,0,0,,,
20.2,0,0,0,0,,,
20,0.02,0.02,0.6,-84.4,,,
20.2,0.13,0.16,12.7,-75.5,,,
21.1,0.51,0.43,24.2,-65.5,,,
23.3,1.14,0.58,34.8,-53.3,,,
24.4,1.19,0.73,43.6,-37.6,,,
25.5,1.21,0.82,49.3,-17.5,,,
23.8,0.1,0.67,50.6,5.8,,,
22.9,0.1,0.62,47,28,,,
23.3,0.81,0.73,39.6,45.9,,,
24.1,0.11,0.4,29.8,59.7,,,
21.8,0.11,0.23,18.6,70.6,,,
21.5,0.13,0.08,6.8,80,,,
20.4,0,0,0,0,,,
20.9,0,0,0,0,,,
20.8,0,0,0,0,,,
20.5,0,0,0,0,,,
19.2,0,0,0,0,,,
18.6,0,0,0,0,,,
18,0,0,0,0,,,
18.4,0,0,0,0,,,
18,0,0,0,0,,,
18.2,0,0,0,0,,,
18.1,0,0,0,0,,,
17.2,0,0,0,0,,,
17.3,0.02,0.02,0.4,-84,,,
17.4,0.05,0.12,12.5,-75.1,,,
18.2,0.06,0.25,24.1,-65.1,,,
18.1,0.06,0.38,34.6,-52.9,,,
18,0.06,0.47,43.3,-37.3,,,
17.6,0.04,0.55,49,-17.2,,,
17.8,0.06,0.55,50.2,5.9,,,
17.8,0.07,0.5,46.6,27.8,,,
17.1,0.05,0.43,39.2,45.7,,,
16.5,0.06,0.3,29.5,59.4,,,
16.9,0.05,0.18,18.3,70.4,,,
16.7,0.03,0.06,6.5,79.7,,,
15.3,0,0,0,0,,,
15.4,0,0,0,0,,,
14.6,0,0,0,0,,,
14.8,0,0,0,0,,,
15.9,0,0,0,0,,,
15.9,0,0,0,0,,,
15.3,0,0,0,0,,,
14.1,0,0,0,0,,,
13.9,0,0,0,0,,,
14.5,0,0,0,0,,,
14.7,0,0,0,0,,,
13.6,0,0,0,0,,,
12.4,0.13,0.03,0.3,-83.7,,,
14.8,1.02,0.19,12.3,-74.8,,,
15.6,1.97,0.25,23.8,-64.8,,,
16.4,2.2,0.3,34.4,-52.6,,,
17.9,2.31,0.34,43,-36.9,,,
18.9,2.34,0.38,48.6,-16.9,,,
19.4,2.34,0.39,49.8,5.9,,,
19.5,2.34,0.36,46.2,27.7,,,
19.9,2.26,0.33,38.9,45.5,,,
19.2,2.13,0.27,29.1,59.2,,,
18.7,1.73,0.21,18,70.1,,,
17.6,0.91,0.1,6.2,79.4,,,
15.8,0,0,0,0,,,
14.7,0,0,0,0,,,
12.9,0,0,0,0,,,
12.2,0,0,0,0,,,
11.3,0,0,0,0,,,
11,0,0,0,0,,,
9.9,0,0,0,0,,,
9.8,0,0,0,0,,,
9.5,0,0,0,0,,,
9.1,0,0,0,0,,,
9,0,0,0,0,,,
8.9,0,0,0,0,,,
8.7,0.02,0.02,0.1,-83.3,,,
9.9,0.15,0.16,12.1,-74.4,,,
11.6,0.31,0.39,23.6,-64.4,,,
14.2,0.14,0.49,34.1,-52.2,,,
15.8,0.88,0.78,42.7,-36.6,,,
17.1,1.99,0.52,48.3,-16.7,,,
19.6,1.99,0.54,49.4,6,,,
20.7,1.62,0.63,45.8,27.6,,,
20.8,1.06,0.67,38.5,45.2,,,
20.2,0.21,0.46,28.8,58.9,,,
18.9,0.14,0.24,17.7,69.8,,,
18,0.15,0.07,5.9,79.2,,,
17.5,0,0,0,0,,,
16.4,0,0,0,0,,,
16.6,0,0,0,0,,,
16.6,0,0,0,0,,,
16.4,0,0,0,0,,,
16.3,0,0,0,0,,,
16.4,0,0,0,0,,,
16.6,0,0,0,0,,,
16.4,0,0,0,0,,,
16.1,0,0,0,0,,,
15.3,0,0,0,0,,,
15.6,0,0,0,0,,,
15.4,0.02,0.02,0,0,,,
15.5,0.06,0.12,12,-74.1,,,
15,0.05,0.24,23.4,-64,,,
15.1,0.02,0.29,33.9,-51.8,,,
14.2,0.01,0.38,42.4,-36.2,,,
14.4,0.05,0.39,47.9,-16.5,,,
13.8,0,0.29,49,6.1,,,
13.9,0,0.27,45.5,27.5,,,
14,0,0.23,38.2,45,,,
13.8,0.01,0.18,28.5,58.7,,,
14.1,0.01,0.1,17.4,69.6,,,
14.1,0.02,0.03,5.6,78.9,,,
14.3,0,0,0,0,,,
14.3,0,0,0,0,,,
14.4,0,0,0,0,,,
14.4,0,0,0,0,,,
14.5,0,0,0,0,,,
14.7,0,0,0,0,,,
14.9,0,0,0,0,,,
14.8,0,0,0,0,,,
15,0,0,0,0,,,
15,0,0,0,0,,,
14.9,0,0,0,0,,,
14.8,0,0,0,0,,,
14.9,0.02,0.02,0,0,,,
15,0.09,0.14,11.8,-73.7,,,
16.5,0.13,0.32,23.2,-63.7,,,
16.8,0.08,0.42,33.6,-51.5,,,
18.5,0.31,0.74,42.1,-35.9,,,
20.1,0.21,0.77,47.6,-16.2,,,
20.3,0.3,0.86,48.7,6.1,,,
20.9,0.09,0.58,45.1,27.4,,,
19.6,1.14,0.64,37.8,44.8,,,
20.3,0.33,0.49,28.2,58.4,,,
19.1,0.16,0.24,17.1,69.3,,,
18.6,0.08,0.06,5.3,78.6,,,
17.5,0,0,0,0,,,
16.7,0,0,0,0,,,
16.5,0,0,0,0,,,
16.3,0,0,0,0,,,
16.1,0,0,0,0,,,
15.3,0,0,0,0,,,
15.3,0,0,0,0,,,
15.4,0,0,0,0,,,
15,0,0,0,0,,,
15.4,0,0,0,0,,,
15.2,0,0,0,0,,,
15.2,0,0,0,0,,,
14.8,0.02,0.02,0,0,,,
15.9,0.34,0.18,11.6,-73.4,,,
16.8,1.46,0.32,23,-63.3,,,
18.2,1.56,0.47,33.4,-51.1,,,
18.3,0.53,0.78,41.8,-35.6,,,
19.5,1.99,0.51,47.2,-16,,,
20.6,0.87,0.88,48.3,6.2,,,
20.1,0.67,0.84,44.7,27.3,,,
19.9,0.3,0.65,37.5,44.6,,,
19.4,0.15,0.4,27.8,58.2,,,
18.8,0.15,0.22,16.8,69.1,,,
18.4,0.28,0.07,5.1,78.4,,,
16.5,0,0,0,0,,,
16.2,0,0,0,0,,,
14.5,0,0,0,0,,,
13.8,0,0,0,0,,,
13.3,0,0,0,0,,,
13,0,0,0,0,,,
12.6,0,0,0,0,,,
12.1,0,0,0,0,,,
11.9,0,0,0,0,,,
11.9,0,0,0,0,,,
11.8,0,0,0,0,,,
11.7,0,0,0,0,,,
11.8,0.02,0.02,0,0,,,
12.4,0.08,0.12,11.4,-73,,,
13.7,0.07,0.26,22.8,-63,,,
15,0.07,0.39,33.1,-50.8,,,
15.4,0.08,0.5,41.5,-35.3,,,
16.6,0.07,0.56,46.9,-15.8,,,
17.4,0.69,0.9,47.9,6.2,,,
19,0.18,0.7,44.3,27.2,,,
19.6,0.08,0.44,37.1,44.4,,,
20.3,0.17,0.41,27.5,57.9,,,
19.8,0.21,0.25,16.5,68.8,,,
18.9,0.09,0.05,4.8,78.1,,,
18.4,0,0,0,0,,,
18.1,0,0,0,0,,,
18.4,0,0,0,0,,,
17.9,0,0,0,0,,,
17.9,0,0,0,0,,,
18.2,0,0,0,0,,,
17.9,0,0,0,0,,,
17.3,0,0,0,0,,,
16.7,0,0,0,0,,,
16.1,0,0,0,0,,,
16.1,0,0,0,0,,,
15.9,0,0,0,0,,,
15.9,0,0.01,0,0,,,
16.5,0.06,0.1,11.3,-72.7,,,
17.4,0.06,0.23,22.6,-62.6,,,
18,0.05,0.36,32.9,-50.4,,,
19.3,0.05,0.46,41.2,-34.9,,,
20.1,0.04,0.53,46.5,-15.6,,,
20.2,0.09,0.64,47.5,6.3,,,
20.7,0.05,0.5,44,27,,,
20.4,0.06,0.41,36.8,44.2,,,
20.8,0.05,0.29,27.2,57.7,,,
20.6,0.06,0.16,16.3,68.5,,,
19.7,0.07,0.04,4.5,77.8,,,
18.6,0,0,0,0,,,
18.1,0,0,0,0,,,
18.4,0,0,0,0,,,
18.2,0,0,0,0,,,
17.7,0,0,0,0,,,
17.5,0,0,0,0,,,
17.4,0,0,0,0,,,
17.6,0,0,0,0,,,
17.4,0,0,0,0,,,
17.3,0,0,0,0,,,
17,0,0,0,0,,,
16.9,0,0,0,0,,,
16.8,0,0.01,0,0,,,
17.7,0.07,0.11,11.1,-72.3,,,
18.3,0.06,0.25,22.4,-62.3,,,
18.5,0.06,0.37,32.6,-50.1,,,
20.1,0.18,0.64,40.9,-34.6,,,
22.1,0.65,0.86,46.2,-15.4,,,
21,0.08,0.54,47.1,6.3,,,
22.4,0.06,0.5,43.6,26.9,,,
20.5,0.06,0.42,36.4,44,,,
19.9,0.06,0.3,26.9,57.4,,,
18.7,0.06,0.17,16,68.3,,,
18.6,0.07,0.04,4.2,77.6,,,
18.5,0,0,0,0,,,
18.1,0,0,0,0,,,
18,0,0,0,0,,,
17.8,0,0,0,0,,,
17.6,0,0,0,0,,,
17.6,0,0,0,0,,,
17.6,0,0,0,0,,,
17.7,0,0,0,0,,,
17.6,0,0,0,0,,,
17.7,0,0,0,0,,,
17.6,0,0,0,0,,,
17.6,0,0,0,0,,,
17.4,0,0.01,0,0,,,
17.6,0.04,0.09,10.9,-72,,,
17.6,0.02,0.18,22.2,-61.9,,,
17.9,0.02,0.28,32.4,-49.7,,,
18.2,0.04,0.46,40.6,-34.3,,,
18.3,0.02,0.39,45.8,-15.2,,,
18.4,0.03,0.26,46.8,6.3,,,
18.4,0,0.26,43.2,26.8,,,
18.4,0,0.22,36.1,43.8,,,
18.4,0,0.16,26.6,57.2,,,
18.1,0.01,0.09,15.7,68,,,
18,0.02,0.02,4,77.3,,,
18.1,0,0,0,0,,,
18,0,0,0,0,,,
17.9,0,0,0,0,,,
18.1,0,0,0,0,,,
18,0,0,0,0,,,
17.8,0,0,0,0,,,
17.7,0,0,0,0,,,
17.8,0,0,0,0,,,
17.5,0,0,0,0,,,
17.4,0,0,0,0,,,
17.2,0,0,0,0,,,
17.1,0,0,0,0,,,
17.1,0,0.01,0,0,,,
17.2,0.02,0.07,10.7,-71.7,,,
17.2,0.02,0.15,22,-61.6,,,
17.9,0.05,0.33,32.1,-49.4,,,
18.1,0.08,0.53,40.3,-34,,,
18.4,0.08,0.59,45.5,-15,,,
19.9,0.09,0.59,46.4,6.4,,,
19.9,0.1,0.54,42.9,26.7,,,
20.1,0.38,0.65,35.8,43.6,,,
20.7,1.61,0.35,26.3,57,,,
21.6,0.7,0.26,15.4,67.8,,,
20.5,0.22,0.05,3.7,77,,,
19.1,0,0,0,0,,,
18.4,0,0,0,0,,,
17.4,0,0,0,0,,,
16.6,0,0,0,0,,,
16.1,0,0,0,0,,,
15.6,0,0,0,0,,,
14.9,0,0,0,0,,,
15,0,0,0,0,,,
15,0,0,0,0,,,
14.6,0,0,0,0,,,
14,0,0,0,0,,,
13.7,0,0,0,0,,,
14.3,0.02,0.02,0,0,,,
14.8,0.25,0.15,10.5,-71.4,,,
15.6,1.22,0.34,21.8,-61.3,,,
18.9,1.7,0.42,31.9,-49.1,,,
18.9,1.25,0.66,40,-33.8,,,
20.3,1.26,0.74,45.1,-14.8,,,
20.6,1.83,0.56,46,6.4,,,
21.4,2.12,0.42,42.5,26.6,,,
21.9,2.06,0.36,35.4,43.4,,,
21.3,1.59,0.35,26,56.7,,,
20.2,0.85,0.25,15.1,67.5,,,
19,0.64,0.05,3.4,76.8,,,
17.9,0,0,0,0,,,
17.3,0,0,0,0,,,
16.3,0,0,0,0,,,
16.2,0,0,0,0,,,
15.1,0,0,0,0,,,
13.6,0,0,0,0,,,
13,0,0,0,0,,,
12.9,0,0,0,0,,,
12.5,0,0,0,0,,,
12.3,0,0,0,0,,,
11.8,0,0,0,0,,,
11.6,0,0,0,0,,,
11.7,0.02,0.02,0,0,,,
12.6,0.33,0.16,10.3,-71,,,
14.7,1.85,0.24,21.6,-61,,,
17.5,2.14,0.3,31.6,-48.8,,,
18.9,2.24,0.34,39.7,-33.5,,,
19.8,2.29,0.38,44.8,-14.6,,,
20,2.28,0.38,45.6,6.4,,,
21,2.23,0.38,42.1,26.4,,,
21.4,2.18,0.32,35.1,43.2,,,
21.8,2,0.26,25.7,56.5,,,
20.7,1.42,0.2,14.8,67.3,,,
18.6,0.62,0.05,3.2,76.5,,,
16.9,0,0,0,0,,,
16.7,0,0,0,0,,,
15.5,0,0,0,0,,,
14.3,0,0,0,0,,,
13.9,0,0,0,0,,,
13.9,0,0,0,0,,,
13.4,0,0,0,0,,,
13.3,0,0,0,0,,,
13.3,0,0,0,0,,,
12.7,0,0,0,0,,,
12.3,0,0,0,0,,,
12.1,0,0,0,0,,,
11.7,0.02,0.02,0,0,,,
12.1,0.61,0.17,10.1,-70.7,,,
14.5,1.81,0.25,21.3,-60.6,,,
16.8,2.11,0.3,31.4,-48.5,,,
17.8,2.18,0.36,39.4,-33.2,,,
19.4,2.24,0.39,44.4,-14.4,,,
20.7,2.24,0.4,45.3,6.4,,,
21.7,2.22,0.38,41.8,26.3,,,
21.4,2.15,0.33,34.8,43,,,
21.6,1.97,0.26,25.4,56.2,,,
21.2,1.02,0.23,14.6,67,,,
19.6,0.4,0.04,2.9,76.2,,,
19.4,0,0,0,0,,,
18.9,0,0,0,0,,,
17.4,0,0,0,0,,,
17.9,0,0,0,0,,,
17.2,0,0,0,0,,,
16.6,0,0,0,0,,,
16.3,0,0,0,0,,,
16.1,0,0,0,0,,,
15.8,0,0,0,0,,,
15.4,0,0,0,0,,,
15.5,0,0,0,0,,,
15.4,0,0,0,0,,,
15.5,0,0.01,0,0,,,
15.6,0.09,0.11,10,-70.4,,,
16.6,0.22,0.33,21.1,-60.3,,,
17.9,0.09,0.38,31.1,-48.2,,,
18.5,0.13,0.57,39.1,-32.9,,,
18.9,0.12,0.65,44.1,-14.3,,,
19.3,0.09,0.56,44.9,6.5,,,
21.3,0.29,0.72,41.4,26.2,,,
22,1.4,0.53,34.4,42.8,,,
21,0.31,0.42,25.1,56,,,
19.6,0.08,0.17,14.3,66.7,,,
19.2,0.12,0.03,2.7,76,,,
18.3,0,0,0,0,,,
17.7,0,0,0,0,,,
17.5,0,0,0,0,,,
17.8,0,0,0,0,,,
17.9,0,0,0,0,,,
16.9,0,0,0,0,,,
16.4,0,0,0,0,,,
16.6,0,0,0,0,,,
16.5,0,0,0,0,,,
16.7,0,0,0,0,,,
16.7,0,0,0,0,,,
16.3,0,0,0,0,,,
16.6,0,0.01,0,0,,,
16.7,0.11,0.12,9.8,-70.1,,,
17.4,0.15,0.3,20.9,-60,,,
17.9,0.11,0.42,30.8,-47.9,,,
18.6,0.24,0.66,38.8,-32.7,,,
19.3,0.17,0.68,43.7,-14.1,,,
18.8,0.62,0.84,44.5,6.5,,,
20.3,0.63,0.78,41.1,26.1,,,
19.7,1.03,0.6,34.1,42.6,,,
20.4,0.87,0.43,24.8,55.8,,,
19.5,0.74,0.23,14,66.5,,,
18.2,0.12,0.03,2.4,75.7,,,
16.6,0,0,0,0,,,
15.7,0,0,0,0,,,
16.1,0,0,0,0,,,
16.1,0,0,0,0,,,
16.1,0,0,0,0,,,
16,0,0,0,0,,,
16.1,0,0,0,0,,,
15.9,0,0,0,0,,,
15.3,0,0,0,0,,,
15.6,0,0,0,0,,,
14.7,0,0,0,0,,,
15.1,0,0,0,0,,,
14.7,0,0.01,0,0,,,
15,0.1,0.11,9.6,-69.8,,,
15.5,0.14,0.28,20.7,-59.7,,,
16.6,0.28,0.52,30.6,-47.6,,,
17.9,0.56,0.72,38.5,-32.4,,,
18.5,0.14,0.65,43.4,-13.9,,,
19.1,0.07,0.58,44.2,6.5,,,
19.7,0.6,0.77,40.7,26,,,
19.4,0.23,0.55,33.8,42.4,,,
19.1,0.2,0.38,24.5,55.5,,,
18.9,0.4,0.22,13.8,66.2,,,
18.1,0.07,0.03,2.2,75.4,,,
17.3,0,0,0,0,,,
15.5,0,0,0,0,,,
14.2,0,0,0,0,,,
13,0,0,0,0,,,
13.1,0,0,0,0,,,
12.3,0,0,0,0,,,
11.5,0,0,0,0,,,
11.2,0,0,0,0,,,
10.6,0,0,0,0,,,
10.4,0,0,0,0,,,
9.9,0,0,0,0,,,
9.5,0,0,0,0,,,
9.1,0,0.01,0,0,,,
10,0.86,0.15,9.4,-69.5,,,
12.3,1.88,0.22,20.5,-59.4,,,
16.1,2.18,0.27,30.3,-47.3,,,
17.9,2.29,0.32,38.2,-32.2,,,
18.6,2.33,0.35,43,-13.8,,,
19.2,2.33,0.36,43.8,6.5,,,
19.6,2.3,0.34,40.4,25.8,,,
20.1,2.22,0.3,33.5,42.2,,,
20.2,2.02,0.24,24.2,55.3,,,
20.2,1.23,0.2,13.5,66,,,
18.3,0.4,0.04,1.9,75.2,,,
16.9,0,0,0,0,,,
15.9,0,0,0,0,,,
15.4,0,0,0,0,,,
15.4,0,0,0,0,,,
15.2,0,0,0,0,,,
14.5,0,0,0,0,,,
14.9,0,0,0,0,,,
15,0,0,0,0,,,
15.7,0,0,0,0,,,
15.5,0,0,0,0,,,
15.4,0,0,0,0,,,
15.8,0,0,0,0,,,
15.7,0,0.01,0,0,,,
15.9,0.44,0.14,9.2,-69.1,,,
16.8,1.39,0.3,20.2,-59.1,,,
18.8,1.87,0.35,30.1,-47,,,
20.3,1.08,0.66,37.9,-31.9,,,
21.3,1.13,0.74,42.7,-13.7,,,
21.7,0.15,0.66,43.5,6.5,,,
22.2,1.66,0.55,40,25.7,,,
21.9,1.63,0.46,33.2,42,,,
20.9,0.16,0.35,23.9,55,,,
19.8,0.18,0.18,13.3,65.7,,,
19.1,0.12,0.03,1.7,74.9,,,
18.9,0,0,0,0,,,
18.5,0,0,0,0,,,
18.3,0,0,0,0,,,
17.8,0,0,0,0,,,
17.8,0,0,0,0,,,
18.7,0,0,0,0,,,
18.4,0,0,0,0,,,
17.7,0,0,0,0,,,
17.6,0,0,0,0,,,
17.4,0,0,0,0,,,
16.9,0,0,0,0,,,
16.9,0,0,0,0,,,
16.9,0,0,0,0,,,
17,0.02,0.06,9,-68.9,,,
17.1,0.02,0.12,20,-58.8,,,
17.3,0.02,0.19,29.8,-46.7,,,
17.1,0.02,0.36,37.6,-31.7,,,
16.4,0.05,0.52,42.4,-13.5,,,
16.2,0.06,0.52,43.1,6.5,,,
17.2,0.06,0.48,39.7,25.6,,,
18,0.18,0.51,32.9,41.8,,,
18.2,0.63,0.42,23.7,54.8,,,
18.6,0.15,0.18,13,65.5,,,
17.9,0.04,0.02,1.5,74.6,,,
17.4,0,0,0,0,,,
16.2,0,0,0,0,,,
15.7,0,0,0,0,,,
15.1,0,0,0,0,,,
13.9,0,0,0,0,,,
13.7,0,0,0,0,,,
13.5,0,0,0,0,,,
14.5,0,0,0,0,,,
15.7,0,0,0,0,,,
15.6,0,0,0,0,,,
14.9,0,0,0,0,,,
14.4,0,0,0,0,,,
12.5,0,0.01,0,0,,,
12.9,0.36,0.14,8.8,-68.6,,,
14.6,1.56,0.26,19.8,-58.5,,,
16,0.65,0.54,29.6,-46.4,,,
16.3,0.38,0.68,37.3,-31.5,,,
16.9,1.06,0.74,42,-13.4,,,
17.2,0.5,0.8,42.8,6.5,,,
17.3,0.67,0.74,39.4,25.5,,,
16.8,0.26,0.55,32.5,41.6,,,
17,0.12,0.32,23.4,54.6,,,
16.2,0.14,0.16,12.8,65.2,,,
15.8,0.07,0.03,1.2,74.4,,,
14.4,0,0,0,0,,,
12.4,0,0,0,0,,,
12.8,0,0,0,0,,,
11.1,0,0,0,0,,,
10.3,0,0,0,0,,,
9.8,0,0,0,0,,,
11,0,0,0,0,,,
12.4,0,0,0,0,,,
12.3,0,0,0,0,,,
12.6,0,0,0,0,,,
12.1,0,0,0,0,,,
12.2,0,0,0,0,,,
12.4,0,0,0,0,,,
12.2,0.24,0.13,8.6,-68.3,,,
13.9,0.89,0.34,19.6,-58.2,,,
15.3,0.44,0.53,29.3,-46.2,,,
15,0.22,0.62,37,-31.3,,,
16,0.15,0.62,41.7,-13.3,,,
15.1,0.08,0.57,42.4,6.5,,,
15.9,0.31,0.69,39,25.3,,,
17,0.6,0.6,32.2,41.4,,,
16.2,0.1,0.29,23.1,54.3,,,
15.7,0.1,0.14,12.5,65,,,
15.4,0.04,0.02,1,74.1,,,
14.9,0,0,0,0,,,
14.7,0,0,0,0,,,
14.5,0,0,0,0,,,
14.2,0,0,0,0,,,
14.4,0,0,0,0,,,
13.9,0,0,0,0,,,
13.7,0,0,0,0,,,
13.7,0,0,0,0,,,
13.1,0,0,0,0,,,
12.8,0,0,0,0,,,
12.1,0,0,0,0,,,
13,0,0,0,0,,,
12.6,0,0,0,0,,,
12.2,0.13,0.1,8.4,-68,,,
13.5,0.16,0.27,19.4,-58,,,
13.8,0.11,0.39,29,-45.9,,,
14.3,0.83,0.68,36.7,-31,,,
15.8,0.1,0.57,41.4,-13.1,,,
16.2,0.64,0.8,42.1,6.5,,,
16.7,0.1,0.54,38.7,25.2,,,
17.8,1.07,0.55,31.9,41.2,,,
18,0.82,0.4,22.9,54.1,,,
17.1,0.74,0.2,12.3,64.7,,,
16,0.07,0.03,0.8,73.9,,,
15.4,0,0,0,0,,,
15.2,0,0,0,0,,,
14.4,0,0,0,0,,,
12.3,0,0,0,0,,,
10.6,0,0,0,0,,,
9.6,0,0,0,0,,,
9.2,0,0,0,0,,,
8.6,0,0,0,0,,,
8.2,0,0,0,0,,,
8.3,0,0,0,0,,,
7.8,0,0,0,0,,,
7.3,0,0,0,0,,,
7,0,0.01,0,0,,,
7.5,1.03,0.13,8.2,-67.7,,,
10.2,1.87,0.21,19.1,-57.7,,,
13.9,2.19,0.26,28.8,-45.7,,,
15.6,2.34,0.29,36.4,-30.8,,,
16.5,2.38,0.31,41,-13,,,
17.1,2.38,0.32,41.7,6.5,,,
17.7,2.34,0.3,38.4,25.1,,,
18,2.27,0.26,31.7,41,,,
18.4,2.02,0.22,22.6,53.9,,,
18,1.22,0.18,12,64.5,,,
16.4,0.12,0.03,0.6,73.6,,,
14.5,0,0,0,0,,,
12.4,0,0,0,0,,,
11.5,0,0,0,0,,,
11.1,0,0,0,0,,,
10.7,0,0,0,0,,,
9.9,0,0,0,0,,,
9.9,0,0,0,0,,,
10.2,0,0,0,0,,,
10.6,0,0,0,0,,,
10.8,0,0,0,0,,,
11.2,0,0,0,0,,,
11.9,0,0,0,0,,,
11.7,0,0,0,0,,,
12.7,0.11,0.1,8,-67.4,,,
13.4,0.18,0.28,18.9,-57.4,,,
15.7,0.5,0.52,28.5,-45.4,,,
16.6,0.26,0.62,36.1,-30.6,,,
17.3,0.47,0.76,40.7,-12.9,,,
17,0.64,0.78,41.4,6.5,,,
18,0.65,0.72,38.1,25,,,
18.5,1.24,0.51,31.4,40.8,,,
18.6,0.57,0.4,22.3,53.6,,,
17.4,0.14,0.15,11.8,64.2,,,
16.9,0.04,0.02,0.4,73.3,,,
15.8,0,0,0,0,,,
15.2,0,0,0,0,,,
14.2,0,0,0,0,,,
13.7,0,0,0,0,,,
13.2,0,0,0,0,,,
12.6,0,0,0,0,,,
12.2,0,0,0,0,,,
11.8,0,0,0,0,,,
12.1,0,0,0,0,,,
11.6,0,0,0,0,,,
12.3,0,0,0,0,,,
12.6,0,0,0,0,,,
13,0,0,0,0,,,
13.4,0.15,0.1,7.8,-67.2,,,
14,0.45,0.32,18.7,-57.2,,,
15.5,1.25,0.46,28.3,-45.2,,,
16.6,1.97,0.4,35.8,-30.4,,,
17.8,1.1,0.7,40.4,-12.8,,,
19.1,0.69,0.78,41.1,6.4,,,
19.2,1.1,0.66,37.7,24.8,,,
21.9,0.8,0.57,31.1,40.6,,,
16.8,0.06,0.25,22.1,53.4,,,
18.2,0.15,0.15,11.6,64,,,
17.8,0.04,0.02,0.1,73.1,,,
17.6,0,0,0,0,,,
16.9,0,0,0,0,,,
16.4,0,0,0,0,,,
16,0,0,0,0,,,
14,0,0,0,0,,,
13.8,0,0,0,0,,,
14.4,0,0,0,0,,,
13.3,0,0,0,0,,,
13.4,0,0,0,0,,,
13.2,0,0,0,0,,,
9.8,0,0,0,0,,,
9.3,0,0,0,0,,,
10.5,0,0,0,0,,,
10.6,0.85,0.12,7.6,-66.9,,,
12.9,1.71,0.22,18.5,-56.9,,,
15.2,2.08,0.28,28,-44.9,,,
16.4,2.22,0.32,35.5,-30.3,,,
17.3,2.26,0.35,40.1,-12.7,,,
18.1,1.94,0.47,40.8,6.4,,,
19,0.74,0.7,37.4,24.7,,,
18.7,2.15,0.29,30.8,40.4,,,
18.7,1.42,0.32,21.8,53.2,,,
17.9,0.9,0.18,11.4,63.7,,,
16.6,0.07,0.03,0,0,,,
15.8,0,0,0,0,,,
14.3,0,0,0,0,,,
13.1,0,0,0,0,,,
12.5,0,0,0,0,,,
12.3,0,0,0,0,,,
11.8,0,0,0,0,,,
11,0,0,0,0,,,
10.4,0,0,0,0,,,
10.5,0,0,0,0,,,
10.1,0,0,0,0,,,
10,0,0,0,0,,,
10,0,0,0,0,,,
10.1,0,0,0,0,,,
10.3,0.1,0.08,7.4,-66.6,,,
11.9,0.1,0.22,18.2,-56.7,,,
13.6,0.09,0.36,27.8,-44.7,,,
14.5,0.46,0.66,35.3,-30.1,,,
16.5,1.01,0.71,39.8,-12.6,,,
16.9,1.61,0.58,40.4,6.4,,,
17.3,0.32,0.66,37.1,24.6,,,
17.8,0.16,0.46,30.5,40.2,,,
17.1,0.09,0.27,21.6,53,,,
16.4,0.1,0.13,11.1,63.5,,,
15.9,0.02,0.02,0,0,,,
15.7,0,0,0,0,,,
14.6,0,0,0,0,,,
14.3,0,0,0,0,,,
12.9,0,0,0,0,,,
12.3,0,0,0,0,,,
11.2,0,0,0,0,,,
10.7,0,0,0,0,,,
10.1,0,0,0,0,,,
9.6,0,0,0,0,,,
9.4,0,0,0,0,,,
9.2,0,0,0,0,,,
8.7,0,0,0,0,,,
8.7,0,0,0,0,,,
9,0.96,0.11,7.2,-66.4,,,
11,1.82,0.2,18,-56.4,,,
14.2,2.18,0.25,27.5,-44.5,,,
16,2.33,0.28,35,-29.9,,,
16.8,2.38,0.3,39.4,-12.5,,,
17.9,2.35,0.32,40.1,6.3,,,
18.2,2.34,0.3,36.8,24.4,,,
18.8,2.25,0.26,30.3,40,,,
18.9,1.44,0.3,21.3,52.7,,,
18.6,1.05,0.17,10.9,63.3,,,
17.1,0.07,0.03,0,0,,,
15,0,0,0,0,,,
13.9,0,0,0,0,,,
12.6,0,0,0,0,,,
11.4,0,0,0,0,,,
11.1,0,0,0,0,,,
11,0,0,0,0,,,
10.1,0,0,0,0,,,
10.2,0,0,0,0,,,
9.7,0,0,0,0,,,
9.7,0,0,0,0,,,
9.2,0,0,0,0,,,
9.3,0,0,0,0,,,
9,0,0,0,0,,,
9,0.27,0.1,7,-66.1,,,
10.4,1.7,0.22,17.8,-56.2,,,
12.5,2.08,0.27,27.3,-44.3,,,
14.5,2.19,0.32,34.7,-29.7,,,
15.9,2.25,0.35,39.1,-12.5,,,
16.8,2.24,0.36,39.8,6.3,,,
18.6,2.22,0.33,36.5,24.3,,,
19.4,1.06,0.52,30,39.8,,,
19.5,0.71,0.38,21.1,52.5,,,
