áWbëÂí√ (551-A1),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
19.2,0.41,0.18,10.7,63,,,
18.8,0.04,0.02,0,0,,,
16.1,0,0,0,0,,,
14.4,0,0,0,0,,,
13.4,0,0,0,0,,,
12.7,0,0,0,0,,,
12.4,0,0,0,0,,,
12.3,0,0,0,0,,,
12,0,0,0,0,,,
11.3,0,0,0,0,,,
11.1,0,0,0,0,,,
12.2,0,0,0,0,,,
11.1,0,0,0,0,,,
11.8,0,0,0,0,,,
11.2,0,0,0,0,,,
11.4,0.56,0.11,6.8,-65.9,,,
13.7,0.68,0.3,17.6,-56,,,
15.8,2.03,0.28,27,-44.1,,,
16.6,1.55,0.5,34.4,-29.6,,,
17.6,1.89,0.46,38.8,-12.4,,,
18.1,0.86,0.74,39.5,6.3,,,
17,0.87,0.67,36.2,24.2,,,
16.8,1.22,0.49,29.7,39.6,,,
17.2,1.56,0.28,20.9,52.3,,,
16.1,1.1,0.16,10.5,62.8,,,
15,0.04,0.02,0,0,,,
13.6,0,0,0,0,,,
13.2,0,0,0,0,,,
12.5,0,0,0,0,,,
12.2,0,0,0,0,,,
11.7,0,0,0,0,,,
10.7,0,0,0,0,,,
10.7,0,0,0,0,,,
8.8,0,0,0,0,,,
10.2,0,0,0,0,,,
8.9,0,0,0,0,,,
10.3,0,0,0,0,,,
9.9,0,0,0,0,,,
10,0,0,0,0,,,
9.9,0.23,0.1,6.6,-65.7,,,
10.6,0.3,0.28,17.4,-55.7,,,
10.4,0.08,0.33,26.8,-43.9,,,
10.5,0.21,0.55,34.1,-29.4,,,
11.6,0.07,0.49,38.5,-12.3,,,
12.7,0.13,0.58,39.2,6.2,,,
13.4,0.13,0.53,36,24,,,
13.8,0.14,0.42,29.5,39.4,,,
13.6,0.09,0.24,20.7,52.1,,,
12.8,0.26,0.15,10.3,62.5,,,
11.9,0.01,0.02,0,0,,,
10.8,0,0,0,0,,,
9.5,0,0,0,0,,,
8.8,0,0,0,0,,,
7.3,0,0,0,0,,,
7.1,0,0,0,0,,,
6.2,0,0,0,0,,,
6.1,0,0,0,0,,,
5.2,0,0,0,0,,,
4.7,0,0,0,0,,,
4.5,0,0,0,0,,,
4.2,0,0,0,0,,,
3.8,0,0,0,0,,,
3.5,0,0,0,0,,,
4.1,0.58,0.1,6.4,-65.4,,,
6.1,1.1,0.27,17.1,-55.5,,,
9.1,0.87,0.47,26.5,-43.7,,,
11.5,1.3,0.55,33.8,-29.3,,,
11.7,1.33,0.62,38.2,-12.3,,,
12.8,0.85,0.73,38.9,6.2,,,
13.8,2.23,0.32,35.7,23.9,,,
14.6,1.56,0.42,29.2,39.2,,,
14.7,1.24,0.32,20.4,51.8,,,
14.6,0.37,0.16,10.1,62.3,,,
13.7,0.01,0.02,0,0,,,
12.3,0,0,0,0,,,
11.8,0,0,0,0,,,
10.5,0,0,0,0,,,
9.7,0,0,0,0,,,
9.5,0,0,0,0,,,
8.4,0,0,0,0,,,
7.8,0,0,0,0,,,
8.1,0,0,0,0,,,
7.9,0,0,0,0,,,
6.8,0,0,0,0,,,
6.4,0,0,0,0,,,
6.3,0,0,0,0,,,
6.4,0,0,0,0,,,
7.2,0.43,0.1,6.3,-65.2,,,
10.2,1.57,0.22,16.9,-55.3,,,
12.8,1.99,0.28,26.3,-43.5,,,
15.6,2.13,0.33,33.6,-29.2,,,
16.5,1.84,0.47,37.9,-12.2,,,
18.6,0.48,0.73,38.6,6.1,,,
19.6,1.01,0.63,35.4,23.7,,,
19.5,0.35,0.51,29,39,,,
19.3,1.01,0.34,20.2,51.6,,,
17.5,0.21,0.14,9.9,62.1,,,
16.4,0.01,0.02,0,0,,,
15.7,0,0,0,0,,,
14.8,0,0,0,0,,,
14.4,0,0,0,0,,,
14.6,0,0,0,0,,,
13.4,0,0,0,0,,,
12.4,0,0,0,0,,,
12,0,0,0,0,,,
12.6,0,0,0,0,,,
12.9,0,0,0,0,,,
12.2,0,0,0,0,,,
12.2,0,0,0,0,,,
12.4,0,0,0,0,,,
13.7,0,0,0,0,,,
14.3,0.06,0.06,6.1,-65,,,
14.8,0.06,0.17,16.7,-55.1,,,
15.5,0.03,0.21,26,-43.3,,,
14.7,0.02,0.19,33.3,-29,,,
14.7,0,0.23,37.6,-12.2,,,
14.6,0,0.24,38.3,6.1,,,
14.6,0.02,0.21,35.1,23.6,,,
14.7,0.02,0.17,28.7,38.8,,,
14.6,0.03,0.16,20,51.4,,,
14.6,0.06,0.1,9.8,61.8,,,
14.5,0,0.01,0,0,,,
14.3,0,0,0,0,,,
14.6,0,0,0,0,,,
14.5,0,0,0,0,,,
13.9,0,0,0,0,,,
14.5,0,0,0,0,,,
15.6,0,0,0,0,,,
15,0,0,0,0,,,
14.4,0,0,0,0,,,
13.8,0,0,0,0,,,
13.4,0,0,0,0,,,
13,0,0,0,0,,,
12.8,0,0,0,0,,,
12.6,0,0,0,0,,,
12.6,0.44,0.09,5.9,-64.8,,,
12.3,0.52,0.29,16.5,-54.9,,,
13.5,1.87,0.3,25.8,-43.2,,,
14.9,2.26,0.29,33,-28.9,,,
15.5,2.33,0.3,37.3,-12.1,,,
16,2.32,0.31,38,6,,,
16.2,2.29,0.3,34.9,23.5,,,
15.9,2.19,0.26,28.5,38.6,,,
15.5,1.88,0.22,19.8,51.2,,,
14.5,1.25,0.14,9.6,61.6,,,
12.9,0.01,0.02,0,0,,,
12.2,0,0,0,0,,,
11,0,0,0,0,,,
8.5,0,0,0,0,,,
7.9,0,0,0,0,,,
7,0,0,0,0,,,
6.5,0,0,0,0,,,
6.2,0,0,0,0,,,
5.6,0,0,0,0,,,
5.3,0,0,0,0,,,
5.5,0,0,0,0,,,
5.4,0,0,0,0,,,
5.1,0,0,0,0,,,
4.9,0,0,0,0,,,
5.4,0.8,0.09,5.7,-64.6,,,
7.8,1.44,0.23,16.3,-54.7,,,
10.1,0.62,0.46,25.5,-43,,,
12.2,1.94,0.38,32.8,-28.8,,,
14.6,2.33,0.3,37.1,-12.1,,,
15.6,2.34,0.3,37.7,6,,,
16.4,2.3,0.29,34.6,23.3,,,
16.7,2.19,0.26,28.3,38.4,,,
15.6,1.61,0.26,19.6,51,,,
14.1,0.49,0.15,9.4,61.4,,,
13.4,0.01,0.02,0,0,,,
12.6,0,0,0,0,,,
11.1,0,0,0,0,,,
10,0,0,0,0,,,
8.8,0,0,0,0,,,
8.5,0,0,0,0,,,
8,0,0,0,0,,,
8.1,0,0,0,0,,,
8.3,0,0,0,0,,,
8.8,0,0,0,0,,,
8.1,0,0,0,0,,,
8.7,0,0,0,0,,,
10.5,0,0,0,0,,,
10.2,0,0,0,0,,,
9.7,0.69,0.09,5.5,-64.4,,,
10.3,1.55,0.21,16.1,-54.5,,,
11.4,1.95,0.28,25.3,-42.8,,,
12.4,0.93,0.59,32.5,-28.7,,,
12.9,0.33,0.66,36.8,-12,,,
12.6,0.78,0.7,37.4,5.9,,,
12.9,0.24,0.58,34.3,23.2,,,
12.8,0.72,0.52,28,38.2,,,
13,0.55,0.34,19.4,50.7,,,
13,0.31,0.14,9.2,61.1,,,
12.2,0,0.01,0,0,,,
11,0,0,0,0,,,
10,0,0,0,0,,,
9.7,0,0,0,0,,,
9.2,0,0,0,0,,,
8.1,0,0,0,0,,,
7.7,0,0,0,0,,,
8.6,0,0,0,0,,,
8.4,0,0,0,0,,,
6.2,0,0,0,0,,,
4.9,0,0,0,0,,,
4,0,0,0,0,,,
5.2,0,0,0,0,,,
5.5,0,0,0,0,,,
5.6,0.93,0.08,5.3,-64.2,,,
7.9,1.65,0.2,15.8,-54.4,,,
9.3,2.1,0.24,25.1,-42.7,,,
11.3,2.26,0.28,32.2,-28.6,,,
11.9,2.34,0.3,36.5,-12,,,
12.7,1.68,0.51,37.2,5.8,,,
13.7,1.97,0.38,34.1,23,,,
13.4,0.46,0.5,27.8,38,,,
13.1,0.53,0.34,19.2,50.5,,,
13.4,0.68,0.15,9.1,60.9,,,
11.2,0,0.01,0,0,,,
10.6,0,0,0,0,,,
8.4,0,0,0,0,,,
7.3,0,0,0,0,,,
7.1,0,0,0,0,,,
7.5,0,0,0,0,,,
7.5,0,0,0,0,,,
7.6,0,0,0,0,,,
7.8,0,0,0,0,,,
7.7,0,0,0,0,,,
6.3,0,0,0,0,,,
9,0,0,0,0,,,
8.6,0,0,0,0,,,
9.4,0,0,0,0,,,
9,0.46,0.08,5.1,-64,,,
10.3,1.65,0.2,15.6,-54.2,,,
10.7,0.99,0.43,24.8,-42.5,,,
12,2.27,0.27,32,-28.5,,,
13.5,2.34,0.3,36.2,-12,,,
14.4,2.35,0.3,36.9,5.8,,,
15.3,2.3,0.28,33.9,22.9,,,
15.8,2.22,0.25,27.6,37.9,,,
16,1.87,0.21,19.1,50.3,,,
14.5,0.71,0.14,8.9,60.7,,,
12.7,0,0.01,0,0,,,
12.3,0,0,0,0,,,
10.9,0,0,0,0,,,
9.5,0,0,0,0,,,
8.9,0,0,0,0,,,
8.7,0,0,0,0,,,
7.1,0,0,0,0,,,
7.6,0,0,0,0,,,
6.7,0,0,0,0,,,
6.6,0,0,0,0,,,
6.3,0,0,0,0,,,
6.7,0,0,0,0,,,
6.3,0,0,0,0,,,
6.6,0,0,0,0,,,
7.2,0.07,0.05,4.9,-63.8,,,
8.2,0.06,0.16,15.4,-54,,,
9.7,0.33,0.42,24.6,-42.4,,,
11.2,0.06,0.36,31.7,-28.4,,,
12.8,0.11,0.5,36,-12,,,
13.6,0.07,0.42,36.7,5.7,,,
13.7,0.06,0.39,33.6,22.8,,,
13.4,0.06,0.31,27.4,37.7,,,
13.4,0.06,0.2,18.9,50.1,,,
12.6,0.06,0.09,8.8,60.5,,,
12.1,0,0.01,0,0,,,
11.7,0,0,0,0,,,
11.5,0,0,0,0,,,
10.6,0,0,0,0,,,
9.7,0,0,0,0,,,
7.9,0,0,0,0,,,
7,0,0,0,0,,,
6.4,0,0,0,0,,,
5,0,0,0,0,,,
9,0,0,0,0,,,
9.3,0,0,0,0,,,
9.8,0,0,0,0,,,
8.9,0,0,0,0,,,
8.4,0,0,0,0,,,
6.4,0.26,0.06,4.7,-63.6,,,
8.5,1.09,0.24,15.2,-53.9,,,
10.9,0.37,0.42,24.3,-42.3,,,
12.1,1.54,0.46,31.5,-28.3,,,
13.2,1.58,0.52,35.7,-12,,,
13.6,2.23,0.34,36.4,5.6,,,
14.3,1.31,0.54,33.4,22.6,,,
13.7,1.52,0.39,27.2,37.5,,,
12.8,0.57,0.33,18.7,49.9,,,
12.3,0.56,0.14,8.6,60.2,,,
11,0,0.01,0,0,,,
10.7,0,0,0,0,,,
10.7,0,0,0,0,,,
8.5,0,0,0,0,,,
6.7,0,0,0,0,,,
6.1,0,0,0,0,,,
5.2,0,0,0,0,,,
5.6,0,0,0,0,,,
5.9,0,0,0,0,,,
5.8,0,0,0,0,,,
5.4,0,0,0,0,,,
4.7,0,0,0,0,,,
4.5,0,0,0,0,,,
3.8,0,0,0,0,,,
3.9,1.05,0.07,4.5,-63.4,,,
5.8,1.66,0.18,15,-53.7,,,
8.9,2.15,0.22,24.1,-42.1,,,
11,2.34,0.26,31.2,-28.2,,,
12.3,2.39,0.27,35.5,-12,,,
13.4,2.41,0.27,36.1,5.6,,,
14.5,2.38,0.26,33.2,22.5,,,
14.5,2.26,0.23,27,37.3,,,
13.9,1.15,0.3,18.5,49.7,,,
13.7,0.74,0.14,8.5,60,,,
12.4,0.01,0.01,0,0,,,
10.5,0,0,0,0,,,
9.4,0,0,0,0,,,
8.6,0,0,0,0,,,
8.2,0,0,0,0,,,
7.3,0,0,0,0,,,
6.9,0,0,0,0,,,
6.4,0,0,0,0,,,
5.6,0,0,0,0,,,
5.1,0,0,0,0,,,
4.6,0,0,0,0,,,
4.1,0,0,0,0,,,
3.9,0,0,0,0,,,
3.6,0,0,0,0,,,
3.8,0.33,0.06,4.3,-63.3,,,
5.5,0.92,0.25,14.8,-53.6,,,
7.8,2.08,0.24,23.9,-42,,,
10.4,2.28,0.26,31,-28.1,,,
11.5,2.35,0.28,35.2,-12,,,
14.5,2.35,0.29,35.9,5.5,,,
15.6,1.65,0.46,32.9,22.3,,,
16,1.63,0.37,26.8,37.1,,,
15.7,1.33,0.28,18.4,49.5,,,
14.6,0.72,0.14,8.4,59.8,,,
13,0.01,0.01,0,0,,,
11.7,0,0,0,0,,,
10,0,0,0,0,,,
8.3,0,0,0,0,,,
9,0,0,0,0,,,
7.4,0,0,0,0,,,
6.8,0,0,0,0,,,
6.5,0,0,0,0,,,
6.5,0,0,0,0,,,
6,0,0,0,0,,,
5.6,0,0,0,0,,,
5.3,0,0,0,0,,,
5.6,0,0,0,0,,,
4.9,0,0,0,0,,,
5.2,0.29,0.06,4.1,-63.1,,,
6.4,0.8,0.25,14.6,-53.4,,,
9.1,2.06,0.24,23.7,-41.9,,,
11.6,2.23,0.27,30.7,-28.1,,,
13.8,2.3,0.3,35,-12,,,
14.9,2.3,0.31,35.7,5.4,,,
15.6,2.27,0.28,32.7,22.2,,,
16,2.15,0.25,26.6,36.9,,,
15.8,1.1,0.3,18.2,49.3,,,
15.3,0.26,0.12,8.2,59.6,,,
14,0.01,0.01,0,0,,,
11.2,0,0,0,0,,,
9.7,0,0,0,0,,,
9.2,0,0,0,0,,,
9.3,0,0,0,0,,,
8.7,0,0,0,0,,,
9,0,0,0,0,,,
8.8,0,0,0,0,,,
8.3,0,0,0,0,,,
6.6,0,0,0,0,,,
7,0,0,0,0,,,
6.6,0,0,0,0,,,
5.9,0,0,0,0,,,
5.1,0,0,0,0,,,
5.6,0.66,0.06,3.9,-63,,,
8.1,1.56,0.19,14.4,-53.3,,,
11.3,2.11,0.22,23.4,-41.8,,,
12.8,2.28,0.26,30.5,-28,,,
13.5,2.37,0.27,34.7,-12,,,
14.4,2.37,0.28,35.4,5.3,,,
15.7,2.02,0.35,32.5,22,,,
16.3,2.18,0.25,26.5,36.7,,,
16.4,1.47,0.26,18.1,49.1,,,
15.2,0.77,0.13,8.1,59.4,,,
14.5,0.01,0.01,0,0,,,
13.6,0,0,0,0,,,
12,0,0,0,0,,,
11.9,0,0,0,0,,,
12.4,0,0,0,0,,,
13.8,0,0,0,0,,,
11.6,0,0,0,0,,,
12.1,0,0,0,0,,,
11.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.4,0,0,0,0,,,
12.4,0,0,0,0,,,
12,0,0,0,0,,,
9.8,0,0,0,0,,,
10.5,0.5,0.06,3.7,-62.8,,,
10.4,1.26,0.22,14.2,-53.2,,,
11,0.23,0.38,23.2,-41.7,,,
11,0.62,0.57,30.3,-28,,,
12,0.58,0.66,34.5,-12,,,
12.5,1.8,0.45,35.2,5.2,,,
12.3,1.18,0.55,32.3,21.9,,,
10.8,0.32,0.45,26.3,36.5,,,
11.1,1.1,0.3,17.9,48.9,,,
11,0.38,0.13,8,59.2,,,
10.5,0.01,0.01,0,0,,,
10.1,0,0,0,0,,,
9.7,0,0,0,0,,,
9,0,0,0,0,,,
8.6,0,0,0,0,,,
8.1,0,0,0,0,,,
8.4,0,0,0,0,,,
7.9,0,0,0,0,,,
7.4,0,0,0,0,,,
7,0,0,0,0,,,
7.1,0,0,0,0,,,
7,0,0,0,0,,,
6.9,0,0,0,0,,,
6.3,0,0,0,0,,,
5.7,0.97,0.06,3.6,-62.7,,,
6.9,1.46,0.19,14,-53,,,
9.6,2,0.24,23,-41.6,,,
10.3,2.18,0.28,30,-27.9,,,
11.4,1.6,0.49,34.2,-12,,,
11.4,0.2,0.56,35,5.1,,,
12,0.68,0.61,32.1,21.7,,,
12.4,1.55,0.38,26.1,36.4,,,
12.5,0.44,0.3,17.8,48.7,,,
11.6,0.58,0.13,7.9,59,,,
10.7,0.01,0.01,0,0,,,
8.9,0,0,0,0,,,
7.7,0,0,0,0,,,
6.5,0,0,0,0,,,
6,0,0,0,0,,,
5.3,0,0,0,0,,,
5,0,0,0,0,,,
4.4,0,0,0,0,,,
3.6,0,0,0,0,,,
3.3,0,0,0,0,,,
3,0,0,0,0,,,
2.8,0,0,0,0,,,
2.7,0,0,0,0,,,
2.4,0,0,0,0,,,
2.4,0.93,0.05,3.4,-62.5,,,
4,1.58,0.18,13.8,-52.9,,,
6.9,2.13,0.22,22.8,-41.5,,,
8.6,2.32,0.25,29.8,-27.9,,,
10.1,2.41,0.26,34,-12,,,
11,2.41,0.26,34.8,5,,,
12.2,2.37,0.26,31.9,21.6,,,
14.4,2.25,0.22,26,36.2,,,
15,1.7,0.22,17.7,48.5,,,
13.3,0.35,0.12,7.8,58.8,,,
11.9,0.01,0.01,0,0,,,
11.1,0,0,0,0,,,
9.9,0,0,0,0,,,
8.9,0,0,0,0,,,
8,0,0,0,0,,,
7.4,0,0,0,0,,,
7,0,0,0,0,,,
7.2,0,0,0,0,,,
7.7,0,0,0,0,,,
7.4,0,0,0,0,,,
7.3,0,0,0,0,,,
7.2,0,0,0,0,,,
7.3,0,0,0,0,,,
7.3,0,0,0,0,,,
7.5,0.1,0.03,3.2,-62.4,,,
8.2,0.06,0.14,13.6,-52.8,,,
10,0.06,0.24,22.6,-41.4,,,
10.7,0.06,0.33,29.6,-27.8,,,
12.2,0.17,0.53,33.8,-12.1,,,
12.9,0.05,0.4,34.6,4.9,,,
12.9,0.06,0.35,31.7,21.4,,,
12.6,0.05,0.28,25.8,36,,,
12.8,0.06,0.18,17.6,48.3,,,
12.7,0.06,0.07,7.7,58.5,,,
12.5,0,0,0,0,,,
12.2,0,0,0,0,,,
12.1,0,0,0,0,,,
12.2,0,0,0,0,,,
11.7,0,0,0,0,,,
11.4,0,0,0,0,,,
11.6,0,0,0,0,,,
11.4,0,0,0,0,,,
11.4,0,0,0,0,,,
11.5,0,0,0,0,,,
11.9,0,0,0,0,,,
12.1,0,0,0,0,,,
12.9,0,0,0,0,,,
13,0,0,0,0,,,
12.9,0.27,0.04,3,-62.3,,,
12.4,0.61,0.23,13.4,-52.7,,,
12.8,0.82,0.4,22.4,-41.4,,,
12.8,0.32,0.52,29.4,-27.8,,,
13.6,1.42,0.53,33.6,-12.1,,,
13.9,0.22,0.57,34.4,4.8,,,
13.4,0.74,0.59,31.6,21.3,,,
14.2,0.94,0.46,25.7,35.8,,,
12.7,1.07,0.29,17.5,48.1,,,
11.8,0.33,0.12,7.6,58.4,,,
11.2,0,0,0,0,,,
10,0,0,0,0,,,
9.4,0,0,0,0,,,
8.5,0,0,0,0,,,
7.3,0,0,0,0,,,
6.4,0,0,0,0,,,
6,0,0,0,0,,,
5.4,0,0,0,0,,,
4.9,0,0,0,0,,,
5.6,0,0,0,0,,,
6.3,0,0,0,0,,,
6.5,0,0,0,0,,,
6.7,0,0,0,0,,,
6.2,0,0,0,0,,,
6.3,0.19,0.04,2.8,-62.2,,,
6.5,0.12,0.17,13.2,-52.6,,,
6.9,0.46,0.39,22.2,-41.3,,,
7.1,0.54,0.54,29.2,-27.8,,,
7.9,0.18,0.52,33.4,-12.1,,,
8.2,0.5,0.64,34.2,4.7,,,
9.2,0.71,0.59,31.4,21.1,,,
8.5,0.18,0.39,25.5,35.6,,,
8.5,0.62,0.3,17.3,47.9,,,
8.6,0.48,0.12,7.5,58.2,,,
7.7,0,0,0,0,,,
6.3,0,0,0,0,,,
4.7,0,0,0,0,,,
3.7,0,0,0,0,,,
3.2,0,0,0,0,,,
2.4,0,0,0,0,,,
2.3,0,0,0,0,,,
2,0,0,0,0,,,
2.3,0,0,0,0,,,
2.2,0,0,0,0,,,
2.2,0,0,0,0,,,
2.6,0,0,0,0,,,
2.8,0,0,0,0,,,
3,0,0,0,0,,,
3.3,0.06,0.03,2.6,-62.1,,,
4.4,0.06,0.13,13,-52.5,,,
5.9,0.06,0.23,22,-41.3,,,
7,0.05,0.33,29,-27.8,,,
7.9,0.06,0.37,33.2,-12.2,,,
9,0.26,0.58,34,4.6,,,
9.5,0.06,0.35,31.2,21,,,
9.9,0.06,0.28,25.4,35.5,,,
10,0.06,0.18,17.2,47.7,,,
9.7,0.06,0.07,7.4,58,,,
9.8,0,0,0,0,,,
9.8,0,0,0,0,,,
9.5,0,0,0,0,,,
8.9,0,0,0,0,,,
8,0,0,0,0,,,
7.6,0,0,0,0,,,
6.7,0,0,0,0,,,
6.9,0,0,0,0,,,
6.8,0,0,0,0,,,
7.2,0,0,0,0,,,
7.3,0,0,0,0,,,
7.4,0,0,0,0,,,
7.5,0,0,0,0,,,
7.9,0,0,0,0,,,
8.5,0.06,0.03,2.5,-62,,,
9,0.02,0.09,12.8,-52.5,,,
9.2,0.02,0.19,21.8,-41.2,,,
9.6,0.03,0.24,28.8,-27.8,,,
10,0.02,0.29,33,-12.2,,,
10.2,0.06,0.38,33.8,4.5,,,
10.8,0.06,0.34,31.1,20.8,,,
11,0.05,0.27,25.3,35.3,,,
11.4,0.06,0.18,17.2,47.5,,,
11.5,0.04,0.06,7.4,57.8,,,
11.7,0,0,0,0,,,
11.6,0,0,0,0,,,
11.8,0,0,0,0,,,
12,0,0,0,0,,,
12.1,0,0,0,0,,,
12,0,0,0,0,,,
11.9,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.2,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0.01,0.02,2.3,-61.9,,,
12.3,0.02,0.07,12.6,-52.4,,,
12.9,0.02,0.13,21.6,-41.2,,,
13,0.02,0.17,28.6,-27.8,,,
13,0.03,0.29,32.8,-12.3,,,
13.2,0.04,0.29,33.6,4.4,,,
13.4,0.01,0.18,30.9,20.7,,,
13.5,0.02,0.15,25.2,35.1,,,
13.3,0.02,0.1,17.1,47.3,,,
13.6,0.01,0.04,7.3,57.6,,,
13.7,0,0,0,0,,,
13.6,0,0,0,0,,,
15.1,0,0,0,0,,,
14.5,0,0,0,0,,,
15.6,0,0,0,0,,,
15.4,0,0,0,0,,,
14.9,0,0,0,0,,,
15.1,0,0,0,0,,,
14.8,0,0,0,0,,,
13.9,0,0,0,0,,,
13.3,0,0,0,0,,,
13,0,0,0,0,,,
13.2,0,0,0,0,,,
13,0,0,0,0,,,
11.8,0.06,0.03,2.1,-61.8,,,
12.5,0.07,0.14,12.4,-52.3,,,
13.4,0.07,0.25,21.4,-41.1,,,
13.4,0.31,0.5,28.4,-27.8,,,
14.3,0.12,0.46,32.6,-12.3,,,
14.6,0.19,0.54,33.5,4.3,,,
14.5,0.12,0.43,30.8,20.5,,,
15.2,0.18,0.38,25.1,34.9,,,
15.3,0.18,0.25,17,47.1,,,
14.2,0.09,0.08,7.3,57.4,,,
12.8,0,0,0,0,,,
12.2,0,0,0,0,,,
11.1,0,0,0,0,,,
9.9,0,0,0,0,,,
9.1,0,0,0,0,,,
8.7,0,0,0,0,,,
8.8,0,0,0,0,,,
8.5,0,0,0,0,,,
8.7,0,0,0,0,,,
8.6,0,0,0,0,,,
8.8,0,0,0,0,,,
8.6,0,0,0,0,,,
8.8,0,0,0,0,,,
8.7,0,0,0,0,,,
8.4,0.1,0.03,2,-61.7,,,
9.2,0.15,0.17,12.3,-52.3,,,
10.7,0.14,0.3,21.2,-41.1,,,
11.4,0.14,0.41,28.2,-27.8,,,
12.7,0.3,0.57,32.4,-12.4,,,
13.1,0.41,0.62,33.3,4.2,,,
14.2,2.01,0.34,30.7,20.4,,,
16,1.89,0.29,25,34.8,,,
16.1,1.55,0.23,16.9,47,,,
16.4,0.54,0.12,7.2,57.2,,,
14.4,0,0,0,0,,,
13.2,0,0,0,0,,,
11.7,0,0,0,0,,,
10,0,0,0,0,,,
8.9,0,0,0,0,,,
8.3,0,0,0,0,,,
7.2,0,0,0,0,,,
5.9,0,0,0,0,,,
5.6,0,0,0,0,,,
4.6,0,0,0,0,,,
3.6,0,0,0,0,,,
2.8,0,0,0,0,,,
2.4,0,0,0,0,,,
1.8,0,0,0,0,,,
2.3,0.06,0.03,1.8,-61.7,,,
2.7,0.09,0.14,12.1,-52.2,,,
4.5,0.04,0.19,21,-41.1,,,
5.7,0.03,0.25,28,-27.8,,,
6.2,0.03,0.29,32.2,-12.4,,,
6.1,0.03,0.3,33.1,4.1,,,
7.2,0.03,0.27,30.5,20.2,,,
7.8,0.04,0.22,24.9,34.6,,,
8.3,0.04,0.16,16.8,46.8,,,
8.1,0.06,0.06,7.2,57,,,
8.2,0,0,0,0,,,
8.6,0,0,0,0,,,
8,0,0,0,0,,,
7.6,0,0,0,0,,,
8.2,0,0,0,0,,,
7.7,0,0,0,0,,,
7.5,0,0,0,0,,,
7.3,0,0,0,0,,,
6.6,0,0,0,0,,,
5.7,0,0,0,0,,,
5,0,0,0,0,,,
4.3,0,0,0,0,,,
4.9,0,0,0,0,,,
5.8,0,0,0,0,,,
5.4,0.06,0.03,1.6,-61.6,,,
6,0.35,0.19,11.9,-52.2,,,
7.7,0.07,0.25,20.9,-41,,,
8.5,0.05,0.28,27.8,-27.8,,,
9.4,0.1,0.44,32.1,-12.5,,,
10.5,0.14,0.5,33,4,,,
9.9,0.15,0.45,30.4,20.1,,,
10.5,0.06,0.3,24.8,34.4,,,
9.2,0.09,0.2,16.8,46.6,,,
8,0.1,0.08,7.1,56.9,,,
7.5,0,0,0,0,,,
7.1,0,0,0,0,,,
6.7,0,0,0,0,,,
5.4,0,0,0,0,,,
5.7,0,0,0,0,,,
5.7,0,0,0,0,,,
5.3,0,0,0,0,,,
5.6,0,0,0,0,,,
5.6,0,0,0,0,,,
5.8,0,0,0,0,,,
5.7,0,0,0,0,,,
6.3,0,0,0,0,,,
6.7,0,0,0,0,,,
7.4,0,0,0,0,,,
7.4,0.03,0.02,1.5,-61.5,,,
7.5,0.08,0.13,11.8,-52.1,,,
7.8,0.06,0.23,20.7,-41,,,
7.8,0.06,0.3,27.7,-27.8,,,
9.5,0.13,0.46,31.9,-12.6,,,
11.1,0.74,0.62,32.8,3.9,,,
11.9,0.9,0.55,30.3,19.9,,,
12.4,0.36,0.43,24.7,34.3,,,
11.6,0.12,0.22,16.7,46.4,,,
11.2,0.35,0.11,7.1,56.7,,,
8.8,0,0,0,0,,,
7.4,0,0,0,0,,,
6.6,0,0,0,0,,,
5.4,0,0,0,0,,,
4.8,0,0,0,0,,,
4.4,0,0,0,0,,,
3.9,0,0,0,0,,,
3.3,0,0,0,0,,,
2.4,0,0,0,0,,,
2,0,0,0,0,,,
1.7,0,0,0,0,,,
1.5,0,0,0,0,,,
1,0,0,0,0,,,
0.9,0,0,0,0,,,
0.8,0.13,0.03,1.3,-61.5,,,
2.7,0.88,0.19,11.6,-52.1,,,
5,1.69,0.26,20.5,-41,,,
6.8,1.9,0.32,27.5,-27.9,,,
8.5,1.98,0.36,31.8,-12.6,,,
9.7,2.01,0.36,32.7,3.7,,,
11.4,1.99,0.34,30.2,19.8,,,
12.3,1.84,0.3,24.6,34.1,,,
12.7,1.17,0.26,16.7,46.3,,,
11.8,0.16,0.1,7.1,56.5,,,
11,0,0,0,0,,,
9.8,0,0,0,0,,,
9.1,0,0,0,0,,,
8,0,0,0,0,,,
7.5,0,0,0,0,,,
6.7,0,0,0,0,,,
6.1,0,0,0,0,,,
5.3,0,0,0,0,,,
4.7,0,0,0,0,,,
4.6,0,0,0,0,,,
4,0,0,0,0,,,
3.9,0,0,0,0,,,
3.8,0,0,0,0,,,
3.6,0,0,0,0,,,
4,0.13,0.03,1.1,-61.4,,,
5.1,0.86,0.19,11.4,-52.1,,,
7.6,1.64,0.27,20.4,-41,,,
